name;ra;dec;GAL_LONG;GAL_LAT;flux;fluxerr;velcenter;velerr;w50max;velerr;w20max;velerr;DLG;MHI;a
J1853+3304;18:53:17;33:04:44;63,2;14,1;4.0*;1,3;5122;8;169;16;190;24;73,3;9,7;a
J1742+0312;17:42:14;03:12:19;27,8;16,8;4.1*;1,7;6791;15;434;30;470;44;96,2;10,0;a
J1830+0607;18:30:58;06:07:33;36,1;7,3;4.1*;1,4;2884;9;111;17;137;26;39,1;9,2;a
J2045+3029;20:45:22;30:29:43;73,1;-7,7;4.1*;0,9;4215;9;216;19;265;28;59,8;9,5;a
J1937+3035;19:37:44;30:35:10;65,2;4,5;4.2*;1,6;7022;15;261;29;304;44;99,6;10,0;a
J1955+0210;19:55:39;02:10:37;42,4;-13,2;4.2*;1,3;7608;15;150;31;223;46;105,3;10,0;a
J1841+0912;18:41:30;09:12:49;40,0;6,4;4.3;0,6;3255;6;116;12;176;18;49,6;9,4;a
J1901+1944;19:01:39;19:44:47;51,7;6,7;4.3;0,5;3971;4;259;8;282;11;60,6;9,6;a
J1851+3325;18:51:55;33:25:23;63,4;14,5;4.3*;1,0;2986;4;95;9;112;13;41,9;9,2;a
J2020+2950;20:20:55;29:50:16;69,4;-3,8;4.3*;0,9;3160;3;51;7;70;10;44,1;9,3;a
J1822+1542;18:22:36;15:42:05;43,9;13,4;4.4;0,8;5270;7;70;14;141;20;75,1;9,8;a
J1914+2958;19:14:23;29:58:58;62,3;8,7;4.4*;1,3;3978;9;199;18;230;26;58,5;9,6;a
J2003+3122;20:03:35;31:22:12;68,7;0,1;4.4*;1,3;4063;10;223;21;259;31;56,2;9,5;a
J1933-0037;19:33:17;-00:37:56;38,3;-9,0;4.7*;1,1;1423;5;70;11;97;16;18,1;8,6;a
J1933+3550;19:33:28;35:50:25;69,4;7,8;4.9*;1,0;4425;8;311;16;342;24;63,3;9,7;a
J1952+0446;19:52:05;04:46:23;44,3;-11,2;4.9*;2,1;5806;14;292;28;328;42;83,2;9,9;a
J1838+2522;18:38:32;25:22:22;54,6;13,9;42.3;2,3;3424;2;440;3;452;5;48,1;10,4;a
J1939+0848;19:39:08;08:48:30;46,3;-6,4;5.1;0,7;3116;5;301;11;330;16;47,7;9,4;a
J2106+3335;21:06:39;33:35:13;78,4;-9,2;5.1*;1,3;3069;9;164;17;200;26;43,3;9,4;a
J2029+1040;20:29:00;10:40:32;54,3;-16,1;5.2;0,8;4788;6;384;11;406;17;71,5;9,8;a
J1926+0200;19:26:52;02:00:43;38,8;-7,0;5.3*;1,6;6355;18;321;35;395;53;93,8;10,0;a
J1832+0624;18:32:14;06:24:33;36,5;7,2;5.5*;1,5;2816;11;84;22;159;34;37,7;9,3;a
J1952+3436;19:52:32;34:36:56;70,2;3,8;5.5*;1,5;4084;13;204;25;264;38;55,3;9,6;a
J1903+2736;19:03:35;27:36:32;59,1;9,8;5.6;0,8;4225;6;372;12;409;18;57,9;9,6;a
J1841+1435;18:41:50;14:35:46;45,0;8,7;5.7;0,7;4027;3;153;7;179;10;54,9;9,6;a
J1910+1933;19:10:19;19:33:03;52,5;4,8;5.7;0,6;3901;6;454;11;490;17;56,0;9,6;a
J1951+0419;19:51:11;04:19:09;43,8;-11,2;5.7*;2,3;5909;7;253;14;261;21;84,2;10,0;a
J1956+2935;19:56:24;29:35:14;66,3;0,5;5.8*;1,0;3470;5;177;10;203;15;48,3;9,5;a
J2004+0724;20:04:21;07:24:42;48,2;-12,6;5.8*;1,0;5928;3;135;6;146;10;81,0;10,0;a
J1836+1019;18:36:25;10:19:35;40,5;8,0;5.9;0,7;3378;9;209;18;334;27;48,0;9,5;a
J1842+1703;18:42:49;17:03:44;47,3;9,5;6.1;1,0;3911;4;82;8;116;13;56,6;9,7;a
J1847+2256;18:47:55;22:56:38;53,2;11,0;6.1;0,8;4358;3;422;7;435;10;62,2;9,7;a
J2032+2559;20:32:24;25:59:28;67,7;-8,1;6.1;0,9;338;3;65;6;90;9;6,0;7,7;a
J1844+2147;18:44:55;21:47:37;51,9;11,1;6.2;0,7;4420;6;246;11;309;17;63,6;9,8;a
J2004+1407;20:04:40;14:07:16;54,1;-9,2;6.2;0,9;4411;3;116;6;130;8;65,6;9,8;a
J2023+0832;20:23:50;08:32:24;51,7;-16,1;6.2;0,8;4708;4;214;7;235;11;63,4;9,8;a
J2017+2837;20:17:32;28:37:07;68,0;-3,9;6.3;0,9;4215;7;183;14;256;21;63,0;9,8;a
J1920+3049;19:20:30;30:49:43;63,6;7,9;6.3*;1,6;3945;8;180;17;210;25;56,3;9,7;a
J2024+1234;20:24:22;12:34:47;55,3;-14,1;6.4;0,8;4532;5;284;9;314;14;64,5;9,8;a
J1944+0819;19:44:04;08:19:37;46,5;-7,7;6.6;1,0;3219;5;353;10;379;15;46,3;9,5;a
J1959-0022;19:59:26;-00:22:39;41,2;-14,9;6.6*;1,7;7986;7;372;14;388;22;115,2;10,3;a
J1840+2412;18:40:20;24:12:03;53,7;13,1;6.7;1,0;4011;5;627;10;644;15;56,4;9,7;a
J1837+2747;18:37:54;27:47:40;56,8;15,0;6.8;0,7;3146;4;226;8;262;13;44,0;9,5;a
J2050+2959;20:50:00;29:59:33;73,3;-8,8;7.0*;1,3;734;5;61;9;95;14;13,5;8,5;a
J1930+3547;19:30:37;35:47:00;69,0;8,3;7.3*;2,1;4554;7;163;14;188;21;65,2;9,9;a
J1953+3021;19:53:29;30:21:37;66,7;1,4;7.5*;1,5;4461;7;316;14;348;22;63,4;9,8;a
J2015+2930;20:15:55;29:30:37;68,5;-3,1;7.5*;2,0;4233;8;343;16;365;24;62,8;9,8;a
J1902+2718;19:02:43;27:18:24;58,7;9,8;7.8;1,0;4211;2;197;4;205;6;56,8;9,8;a
J1917+0425;19:17:39;04:25:53;39,9;-3,8;7.8*;2,0;6318;7;400;15;415;22;87,4;10,1;a
J1732+0703;17:32:24;07:03:25;30,3;20,8;76.6*;6,0;1664;2;364;5;382;7;25,1;10,1;a
J2032+3235;20:32:08;32:35:49;73,1;-4,2;8.0*;2,4;3233;11;66;21;135;32;47,7;9,6;a
J1909+2649;19:09:28;26:49:12;58,9;8,2;8.1;1,0;4731;3;274;7;292;10;66,5;9,9;a
J1810+0135\footnotemark[2];18:10:24;01:35:12;29,6;9,9;8.2*;2,7;1802;10;155;20;195;30;30,0;9,2;a
J1900+1333;19:00:04;13:33:31;46,0;4,3;8.5;1,0;4657;4;242;7;266;11;64,8;9,9;a
J1846+2236;18:46:16;22:36:40;52,8;11,2;8.6;0,8;4706;4;320;8;356;12;67,7;10,0;a
J1836+1026;18:36:41;10:26:24;40,6;8,0;8.8;0,9;3477;5;260;10;301;15;49,5;9,7;a
J1911+2421;19:11:37;24:21:08;56,9;6,7;8.9;1,1;642;2;116;4;126;7;10,5;8,4;a
J1801+0657\footnotemark[2];18:01:53;06:57:40;33,6;14,2;82.0*;6,5;1956;3;315;6;339;9;27,8;10,2;a
J2010+2903;20:10:52;29:03:52;67,6;-2,5;9.1*;1,9;3161;6;103;12;139;18;48,5;9,7;a
J2013+2901;20:13:55;29:01:54;67,9;-3,0;9.2*;1,6;4224;10;173;19;243;29;64,3;10,0;a
J2050+2945;20:50:27;29:45:48;73,2;-9,0;9.4*;2,0;716;4;52;8;81;12;13,4;8,6;a
J1754+0252;17:54:35;02:52:47;29,0;14,0;9.5*;1,3;1744;4;158;8;186;12;24,4;9,1;a
J1927+2011;19:27:33;20:11:48;54,9;1,5;9.6;1,0;7135;5;80;11;192;16;101,7;10,4;a
J1949+2411;19:49:52;24:11:10;60,9;-1,0;9.9;1,1;3119;3;255;6;272;9;42,5;9,6;a
J2012+3247;20:12:33;32:47:28;70,9;-0,7;9.9*;2,3;4244;6;61;11;93;17;63,8;10,0;a
