tabla,velcenter
SoFiA,8020.591603627
SoFiA,8027.67059428459
SoFiA,8110.47410098665
SoFiA,8029.91206359837
SoFiA,8010.48810682382
SoFiA,8004.70714218127
SoFiA,7992.19754837461
SoFiA,7994.76405184496
SoFiA,7977.58156438418
SoFiA,7988.52297391577
SoFiA,7969.63933366132
SoFiA,7967.07283019094
SoFiA,7904.85622714845
SoFiA,7944.02917485416
SoFiA,7813.4604214103
SoFiA,7788.28293794149
SoFiA,7747.75919893559
SoFiA,7787.28250813478
SoFiA,7788.5805341498
SoFiA,7756.43170120514
SoFiA,7764.45413516147
SoFiA,7729.68603346122
SoFiA,7708.72133035989
SoFiA,7716.50104400448
SoFiA,7679.11156293732
SoFiA,7611.57199792748
SoFiA,7626.18798191788
SoFiA,7605.25071676483
SoFiA,7573.55988649538
SoFiA,7602.25153795614
SoFiA,7561.70036100195
SoFiA,7525.74187446844
SoFiA,7536.11764014307
SoFiA,7483.86734416235
SoFiA,7499.45632001116
SoFiA,7493.91807568035
SoFiA,7448.88184948726
SoFiA,7430.05308512935
SoFiA,7352.49022654977
SoFiA,7384.47654241616
SoFiA,7360.75749142926
SoFiA,7308.07663072159
SoFiA,7307.67139333153
SoFiA,7277.68382646719
SoFiA,7266.60733780555
SoFiA,7241.10482018014
SoFiA,7231.78436020877
SoFiA,7215.7627090216
SoFiA,7210.5769367957
SoFiA,7187.66624997752
SoFiA,7171.94430561006
SoFiA,7092.89557660028
SoFiA,7118.93841074579
SoFiA,7052.61455790614
SoFiA,6960.46315328445
SoFiA,6966.51427618704
SoFiA,6882.1995717179
SoFiA,6788.7248137443
SoFiA,6731.47658995283
SoFiA,6637.11115396568
SoFiA,6613.68758857568
SoFiA,6600.96482301695
SoFiA,6595.26406160787
SoFiA,6593.1555608127
SoFiA,6551.74114379324
SoFiA,6515.86497110457
SoFiA,6497.38445762878
SoFiA,6391.13205819987
SoFiA,6498.08729122714
SoFiA,6466.56108864739
SoFiA,6421.44465922084
SoFiA,6377.11126662612
SoFiA,6287.25620721476
SoFiA,6324.51060915188
SoFiA,6250.59488708285
SoFiA,6168.41401074573
SoFiA,6099.76637474746
SoFiA,6141.47838797526
SoFiA,6090.74351098442
SoFiA,5962.79613690752
SoFiA,6082.61132523497
SoFiA,5949.85597837392
SoFiA,5912.8970620337
SoFiA,5910.00763501813
SoFiA,5912.41162141021
SoFiA,5881.55870386913
SoFiA,5790.94804557425
SoFiA,5690.4766107879
SoFiA,5712.3045539545
SoFiA,5600.78406845483
SoFiA,5674.13203605553
SoFiA,5667.13535924277
SoFiA,5668.37850936124
SoFiA,5656.08630852946
SoFiA,5640.17229852401
SoFiA,5595.43577915063
SoFiA,5564.69050279131
SoFiA,5578.28072963815
SoFiA,5568.52759432842
SoFiA,5556.04543847005
SoFiA,5471.27062071426
SoFiA,5483.61558683122
SoFiA,5485.37161552147
SoFiA,5496.17794592305
SoFiA,5478.32217342357
SoFiA,5455.57400368372
SoFiA,5439.74230752314
SoFiA,5452.8724210833
SoFiA,5306.77167829861
SoFiA,5382.22603608305
SoFiA,5274.59540740566
SoFiA,5265.30238538257
SoFiA,5249.68597158547
SoFiA,5241.17598639421
SoFiA,5204.32682184715
SoFiA,5196.65474938431
SoFiA,5094.23733088114
SoFiA,5065.33039705691
SoFiA,4987.60502139906
SoFiA,5028.61631163986
SoFiA,5049.5535767929
SoFiA,5005.24762214644
SoFiA,4981.09589582123
SoFiA,4962.31989674849
SoFiA,4969.96453126305
SoFiA,4944.64985805279
SoFiA,4921.63364066429
SoFiA,4849.50138523377
SoFiA,4907.66561437569
SoFiA,4877.22004483611
SoFiA,4895.15813118043
SoFiA,4781.74442724909
SoFiA,4771.02041069238
SoFiA,4770.8030177175
SoFiA,4649.17903541462
SoFiA,4782.9073741341
SoFiA,4775.34294285298
SoFiA,4745.24773480688
SoFiA,4715.50288825427
SoFiA,4753.1350896332
SoFiA,4694.16038571117
SoFiA,4667.95503448735
SoFiA,4661.30871916811
SoFiA,4649.98951019475
SoFiA,4629.32240330175
SoFiA,4636.93959986801
SoFiA,4582.77286873014
SoFiA,4551.59702764387
SoFiA,4551.86718590392
SoFiA,4458.39242793029
SoFiA,4559.40417923672
SoFiA,4465.90409392624
SoFiA,4464.66094380777
SoFiA,4442.31801145798
SoFiA,4441.04953400262
SoFiA,4427.70202746755
SoFiA,4421.35330835664
SoFiA,4412.06028633355
SoFiA,4403.30758083057
SoFiA,4361.02781313441
SoFiA,4325.85236343274
SoFiA,4326.20483553763
SoFiA,4317.18197177459
SoFiA,4329.76965820331
SoFiA,4245.45495373416
SoFiA,4031.54237706818
SoFiA,4214.46695706308
SoFiA,4224.51768858112
SoFiA,4201.79695678952
SoFiA,4199.14813947428
SoFiA,4201.49936058118
SoFiA,4194.98812439198
SoFiA,4021.92432088849
SoFiA,4060.17915263236
SoFiA,4047.23899409875
SoFiA,4003.55355920582
SoFiA,4027.73272347936
SoFiA,4025.92392950393
SoFiA,4031.86741122481
SoFiA,3957.78917207745
SoFiA,3964.86816273504
SoFiA,4017.49414754614
SoFiA,4002.85283621886
SoFiA,3943.25550193188
SoFiA,3947.49572024768
SoFiA,3926.82861335465
SoFiA,3927.31616458958
SoFiA,3829.97687713056
SoFiA,3902.64944908115
SoFiA,3856.58746574443
SoFiA,3832.7882115241
SoFiA,3858.04800883778
SoFiA,3796.90992822402
SoFiA,3830.84222780726
SoFiA,3816.03839940167
SoFiA,3801.66513572301
SoFiA,3795.9369363656
SoFiA,3615.17573306242
SoFiA,3779.43195516634
SoFiA,3779.59236163324
SoFiA,3788.3999430328
SoFiA,3697.95180181619
SoFiA,3670.07062513559
SoFiA,3671.39397848749
SoFiA,3671.74645059238
SoFiA,3579.51484273726
SoFiA,3635.81540200716
SoFiA,3609.44753370505
SoFiA,3576.81326013684
SoFiA,3602.99117341239
SoFiA,3609.0148583667
SoFiA,3594.15615406454
SoFiA,3584.64784967798
SoFiA,3599.20895777183
SoFiA,3520.67310733382
SoFiA,3521.43081682877
SoFiA,3489.19967003925
SoFiA,3463.66971446555
SoFiA,3467.01925476773
SoFiA,3450.94483829542
SoFiA,3425.03708327991
SoFiA,3427.17091141194
SoFiA,3407.20663811731
SoFiA,3414.6085523201
SoFiA,3405.96348799887
SoFiA,3424.01132613632
SoFiA,3377.59687069475
SoFiA,3381.05616279008
SoFiA,3349.88032170381
SoFiA,3361.22696862546
SoFiA,3312.16580648005
SoFiA,3313.00371920846
SoFiA,3321.51370439968
SoFiA,3316.24561832892
SoFiA,3300.35904627176
SoFiA,3265.83366488331
SoFiA,3263.02444110117
SoFiA,3244.6536794185
SoFiA,3240.54642962134
SoFiA,3226.55307599589
SoFiA,3225.90300768266
SoFiA,3193.56633032278
SoFiA,3182.73256197295
SoFiA,3190.72966859239
SoFiA,3178.97778428068
SoFiA,3185.73174078164
SoFiA,3135.07706702427
SoFiA,3116.67886739331
SoFiA,3062.0520229688
SoFiA,3116.24619205496
SoFiA,3087.69173033565
SoFiA,3071.80515827852
SoFiA,3047.4381495898
SoFiA,2983.00540457041
SoFiA,3035.11851080973
SoFiA,3068.13058381968
SoFiA,3039.57612210037
SoFiA,3067.04995077954
SoFiA,3059.81055365505
SoFiA,3038.65800613853
SoFiA,3051.54328877556
SoFiA,3034.1729568996
SoFiA,3037.87285869529
SoFiA,3028.30967841218
SoFiA,3020.66504389763
SoFiA,3010.53410914616
SoFiA,2948.96546380546
SoFiA,2969.65789803537
SoFiA,2934.61963807511
SoFiA,2951.26180901582
SoFiA,2926.83781381911
SoFiA,2938.31953987081
SoFiA,2921.81455867152
SoFiA,2930.02694765443
SoFiA,2864.45869369832
SoFiA,2885.90883742318
SoFiA,2908.89972747479
SoFiA,2843.65650767532
SoFiA,2884.82820438301
SoFiA,2863.75586009995
SoFiA,2867.86310989711
SoFiA,2841.71263456988
SoFiA,2857.272061859
SoFiA,2840.19932619135
SoFiA,2842.52310934997
SoFiA,2831.2017897652
SoFiA,2818.8019477517
SoFiA,2802.05213562924
SoFiA,2792.27367298266
SoFiA,2785.68012294859
SoFiA,2709.92816895584
SoFiA,2759.63728880307
SoFiA,2772.25452379149
SoFiA,2668.64883106639
SoFiA,2708.65969150051
SoFiA,2682.29182319837
SoFiA,2679.59024059798
SoFiA,2586.97872268968
SoFiA,2660.94932065526
SoFiA,2661.78723338367
SoFiA,2682.02166493835
SoFiA,2692.55783707988
SoFiA,2648.62968187519
SoFiA,2628.63797063231
SoFiA,2618.85739737432
SoFiA,2592.97708030711
SoFiA,2612.05067558815
SoFiA,2500.42043829535
SoFiA,2519.03392028979
SoFiA,2509.49817795497
SoFiA,2489.80406292036
SoFiA,2492.39800433903
SoFiA,2479.29532872712
SoFiA,2451.79195148826
SoFiA,2419.59035325843
SoFiA,2435.47481470418
SoFiA,2435.20465644413
SoFiA,2468.10908827236
SoFiA,2454.68348911527
SoFiA,2453.95321756857
SoFiA,2445.33559119563
SoFiA,2433.85386514394
SoFiA,2450.57623931811
SoFiA,2449.82064043456
SoFiA,2417.34677333328
SoFiA,2420.72375158374
SoFiA,2426.80231243463
SoFiA,2430.63940397177
SoFiA,2404.21665977308
SoFiA,2316.52497705343
SoFiA,2353.48178278225
SoFiA,2287.88820148925
SoFiA,2286.78013050082
SoFiA,2293.56152495008
SoFiA,2286.86033373425
SoFiA,2304.01538324677
SoFiA,2272.35410153701
SoFiA,2251.22688135738
SoFiA,2260.87237548532
SoFiA,2244.44548690809
SoFiA,2258.38607524841
SoFiA,2261.70817760233
SoFiA,2198.00570412963
SoFiA,2247.25471069023
SoFiA,2194.27836438565
SoFiA,2217.26714382586
SoFiA,2089.75244508731
SoFiA,2185.79370653128
SoFiA,2122.68642547523
SoFiA,2117.74126294966
SoFiA,2085.13442732977
SoFiA,2075.56913643523
SoFiA,2051.98516457837
SoFiA,1988.68792849574
SoFiA,2031.04789942532
SoFiA,2054.95690543881
SoFiA,2046.25696522097
SoFiA,1985.06611932207
SoFiA,1975.28765667549
SoFiA,1996.27768711371
SoFiA,1952.78220724737
SoFiA,1962.80550081712
SoFiA,1880.02943206335
SoFiA,1908.39604936748
SoFiA,1900.12878448798
SoFiA,1886.78338856431
SoFiA,1838.26254293897
SoFiA,1884.622122484
SoFiA,1905.85698384539
SoFiA,1829.77999569604
SoFiA,1841.80203826777
SoFiA,1809.86848768656
SoFiA,1778.34228510684
SoFiA,1798.54927871319
SoFiA,1761.32231472436
SoFiA,1774.45242828456
SoFiA,1775.39798219469
SoFiA,1737.06083660599
SoFiA,1703.29105410105
SoFiA,1602.44181987296
SoFiA,1724.31063309897
SoFiA,1686.65099377175
SoFiA,1668.68546947914
SoFiA,1678.27608771054
SoFiA,1639.69622181008
SoFiA,1626.43102911987
SoFiA,1568.61716147148
SoFiA,1614.35622126297
SoFiA,1567.02364985952
SoFiA,1561.62048465871
SoFiA,1564.32206725913
SoFiA,1503.10378341191
SoFiA,1524.8261960082
SoFiA,1476.65571187637
SoFiA,1470.17191363542
SoFiA,1455.31320933326
SoFiA,1394.28488051266
SoFiA,1451.07299101747
SoFiA,1351.95023691993
SoFiA,1358.75906931748
SoFiA,1371.1863492793
SoFiA,1341.81930216846
SoFiA,1335.74074131758
SoFiA,1338.71248217801
SoFiA,1332.74367312025
SoFiA,1336.30849578594
SoFiA,1319.85627987182
SoFiA,1315.99386099783
SoFiA,1315.6688268412
SoFiA,1299.35169005712
SoFiA,1282.35915762293
SoFiA,1285.97885618516
SoFiA,1279.87285738599
SoFiA,1229.13798039519
SoFiA,1158.27420242003
SoFiA,1131.88100678103
SoFiA,1055.42621918991
SoFiA,1147.60295114846
SoFiA,1139.7957995556
SoFiA,1083.11744084393
SoFiA,1085.8443507812
SoFiA,1070.60784703727
SoFiA,967.624784677108
SoFiA,959.655116005957
SoFiA,945.174211145568
SoFiA,923.724067420739
SoFiA,919.697020857011
SoFiA,928.099364866512
SoFiA,877.957569680958
SoFiA,853.6707642257
SoFiA,861.748074078571
SoFiA,788.644937401067
SoFiA,712.865545460027
SoFiA,720.617821156334
SoFiA,679.338483266889
SoFiA,707.542583492718
SoFiA,609.988013670219
SoFiA,575.867869671835
SoFiA,654.186327134929
SoFiA,545.150031260803
SoFiA,554.362850050427
SoFiA,515.892735943088
SoFiA,500.628794250866
SoFiA,529.508290126809
SoFiA,492.281326137943
SoFiA,480.339486799643
SoFiA,275.289367429799
SoFiA,273.883700233027
SoFiA,287.824288573345
SoFiA,444.651158526154
SoFiA,190.269718750846
SoFiA,404.937894300375
SoFiA,204.940578637856
SoFiA,211.992131347165
SoFiA,208.182477758314
SoFiA,188.811286268933
SoFiA,195.592680718189
SoFiA,172.656666563158
SoFiA,183.920999639941
SoFiA,175.978768917079
SoFiA,177.76223555559
SoFiA,179.248105985826
SoFiA,185.65170099331
SoFiA,157.608007234376
SoFiA,169.172047130904
SoFiA,155.636696180681
SoFiA,162.038180576761
SoFiA,147.234352171146
SoFiA,117.894743008596
SoFiA,100.19937697604
SoFiA,160.742265173113
SoFiA,82.801607151791
SoFiA,51.5708901689443
SoFiA,72.0754799836744
SoFiA,61.8094661021646
SoFiA,47.0605135931616
SoFiA,2.61947981668901
SoFiA,30.0131052623954
SoFiA,19.6647775360175
SoFiA,-0.326933706897987
SoFiA,-148.751459650206
SoFiA,-7.80905114315277
SoFiA,-53.818269194663
SoFiA,-70.8635669140248
SoFiA,-168.255619658158
SoFiA,-225.989284073125
SoFiA,-227.63767158166
SoFiA,-233.553715354248
SoFiA,-228.420708413493
SoFiA,-296.230431683381
SoFiA,-291.367583002645
SoFiA,-356.01561038554
SoFiA,-416.531060634324
SoFiA,-398.863132550056
SoFiA,-420.773389561525
SoFiA,-445.682825381689
SoFiA,-476.696149389658
SoFiA,-622.501406577447
SoFiA,-639.979379635127
SoFiA,-624.147683474545
SoFiA,-615.31477473813
SoFiA,-674.722153998483
SoFiA,-789.053973891696
SoFiA,-766.278366203525
SoFiA,-832.954691148064
SoFiA,-1106.54269472305
SoFiA,-1149.98540930418
SoFiA,-1107.0555732948
SoFiA,-1174.83996922783
SoFiA,-1398.01601935718
SoFiA,-1308.45855615412
SoFiA,11708.6296526055
SoFiA,11568.1747953333
SoFiA,11193.7354469188
SoFiA,10956.509056656
SoFiA,11069.0574099107
SoFiA,10547.0567756181
SoFiA,10595.9554206852
SoFiA,10448.6115277821
SoFiA,10303.1587426992
SoFiA,9908.05228739169
SoFiA,9566.78752906549
SoFiA,9562.43966956797
SoFiA,9096.30691920699
SoFiA,9234.33246275022
SoFiA,8867.78046916201
SoFiA,8804.4283571828
SoFiA,8426.71967169957
SoFiA,7773.90967426282
SoFiA,7694.05047047291
SoFiA,7604.00756664639
SoFiA,7566.67085086437
SoFiA,7438.59050826887
SoFiA,6779.1341955129
SoFiA,5730.73019153375
SoFiA,5531.94858804138
SoFiA,5165.66675271322
SoFiA,4811.13891230822
SoFiA,4478.70917332984
SoFiA,3149.71837835156
SoFiA,3143.4245351372
SoFiA,2066.73622769881
SoFiA,1967.15547092604
SoFiA,1218.00661583701
SoFiA,995.531288694629
SoFiA,383.677705602135
SoFiA,-763.361501239632
SoFiA,-689.283262092269
SoFiA,11619.1798305842
SoFiA,11435.2843693422
SoFiA,11653.0044889857
SoFiA,11553.0459327711
SoFiA,11696.7975650603
SoFiA,11568.76998775
SoFiA,11394.5179100246
SoFiA,11701.6329757927
SoFiA,11281.9421188216
SoFiA,11197.2749422476
SoFiA,11493.2860814059
SoFiA,11257.7629545481
SoFiA,11184.5226281292
SoFiA,11196.7071877793
SoFiA,10875.3264995142
SoFiA,11384.27722348
SoFiA,11075.5137702033
SoFiA,11257.7903924964
SoFiA,11112.4726865435
SoFiA,11313.8482314546
SoFiA,11377.4156257973
SoFiA,10944.0817766942
SoFiA,11245.5509569498
SoFiA,11375.7672382888
SoFiA,11257.8431577816
SoFiA,11321.1952697608
SoFiA,11291.7226920796
SoFiA,11264.6519901791
SoFiA,11363.5573513018
SoFiA,11728.5411606149
SoFiA,11241.175659504
SoFiA,11265.1374308026
SoFiA,11214.02475437
SoFiA,11026.5074839545
SoFiA,11280.9416890149
SoFiA,11249.4429243835
SoFiA,11212.5388839398
SoFiA,11070.6234835743
SoFiA,11016.4841903847
SoFiA,11077.3774400753
SoFiA,11219.3202783891
SoFiA,11253.655704751
SoFiA,11155.615694305
SoFiA,11207.9187555709
SoFiA,11247.17190651
SoFiA,11207.1884840242
SoFiA,11192.0870594103
SoFiA,11248.2525395502
SoFiA,11229.2338201657
SoFiA,11207.0808428425
SoFiA,11250.1710853188
SoFiA,11246.2537905482
SoFiA,10935.5443535547
SoFiA,10938.2206088182
SoFiA,10916.8781062751
SoFiA,11094.0744869126
SoFiA,11020.5914401819
SoFiA,11247.9823812902
SoFiA,11198.3555752878
SoFiA,10838.9374482537
SoFiA,11172.7981817658
SoFiA,10796.8455249728
SoFiA,11135.3812627503
SoFiA,11068.9772066772
SoFiA,11074.7581713198
SoFiA,11174.1764110143
SoFiA,11191.8992149951
SoFiA,11132.6522422016
SoFiA,10916.3905550402
SoFiA,11069.5702884825
SoFiA,11068.462217494
SoFiA,11067.4090224022
SoFiA,10960.2110690631
SoFiA,11075.2710498916
SoFiA,11005.1101055148
SoFiA,10798.7091948448
SoFiA,11069.1650510924
SoFiA,11153.752024433
SoFiA,10856.6581416232
SoFiA,10813.7578541735
SoFiA,10936.1669839196
SoFiA,10745.082780227
SoFiA,10972.5032698949
SoFiA,10862.1436206688
SoFiA,10794.5217418141
SoFiA,10938.9213318052
SoFiA,10843.6103419079
SoFiA,10962.4525383769
SoFiA,11067.3013812204
SoFiA,10737.5457868942
SoFiA,11076.7569203218
SoFiA,10943.8390563824
SoFiA,10850.3642984088
SoFiA,10894.3452188987
SoFiA,10807.1389768026
SoFiA,10485.1103308357
SoFiA,10868.4374638832
SoFiA,10793.2532643588
SoFiA,10766.9655992901
SoFiA,10953.3494713804
SoFiA,11058.3587206908
SoFiA,10740.8151239629
SoFiA,10901.1814892445
SoFiA,10854.5791893877
SoFiA,10817.1622703723
SoFiA,10814.4606877719
SoFiA,10640.3162512283
SoFiA,10710.342116475
SoFiA,10697.12968907
SoFiA,10715.8529228576
SoFiA,11067.8691356888
SoFiA,11073.4601453048
SoFiA,10880.9470576899
SoFiA,10774.8001888313
SoFiA,10688.512062697
SoFiA,10817.134832424
SoFiA,10697.8599606166
SoFiA,11056.4401749223
SoFiA,10454.2848512429
SoFiA,10634.4804106891
SoFiA,10674.2211128632
SoFiA,10673.3029969014
SoFiA,10617.9479915416
SoFiA,10768.4261423835
SoFiA,10522.2845295394
SoFiA,10610.1661672856
SoFiA,10730.0636694579
SoFiA,10633.399777649
SoFiA,10592.8486006948
SoFiA,10645.9346987925
SoFiA,10540.9782147672
SoFiA,10775.2877400662
SoFiA,10657.7140210525
SoFiA,10650.7975474732
SoFiA,10619.7040202318
SoFiA,10639.4783384999
SoFiA,10598.954599494
SoFiA,10759.8338433474
SoFiA,10435.5362901185
SoFiA,10611.4367553523
SoFiA,10456.123193778
SoFiA,10595.3349009317
SoFiA,10568.9395946813
SoFiA,10635.0207272092
SoFiA,10361.7282092312
SoFiA,10488.0271957995
SoFiA,10440.3717008509
SoFiA,10466.2266905812
SoFiA,10399.7677586115
SoFiA,10616.164524903
SoFiA,10404.6833725774
SoFiA,10617.6778332815
SoFiA,10646.0697779225
SoFiA,10352.8678625464
SoFiA,10552.7047717421
SoFiA,10385.5844499595
SoFiA,10650.6371410063
SoFiA,10518.7999101072
SoFiA,10445.0994704016
SoFiA,10550.9487430518
SoFiA,10560.511923335
SoFiA,10622.3507269356
SoFiA,10440.8592520858
SoFiA,10597.7663252721
SoFiA,10597.7663252721
SoFiA,10598.9820374423
SoFiA,10394.687516956
SoFiA,10602.6017360045
SoFiA,10463.0375567459
SoFiA,10456.688837635
SoFiA,10426.1356269137
SoFiA,10543.4645150042
SoFiA,10600.8182693659
SoFiA,10599.8473881189
SoFiA,10601.7912612244
SoFiA,10283.7622238729
SoFiA,10432.9423486998
SoFiA,10527.9578530002
SoFiA,10598.1990006104
SoFiA,10601.0356623408
SoFiA,10596.9284125437
SoFiA,10518.3946727171
SoFiA,10192.4212940314
SoFiA,10597.4687290638
SoFiA,10597.9288423504
SoFiA,10600.6578628991
SoFiA,10442.5329669312
SoFiA,10387.0428824414
SoFiA,10496.024302419
SoFiA,10453.7994106194
SoFiA,10369.7253158506
SoFiA,10290.9741830491
SoFiA,10421.3529814664
SoFiA,10599.1445545206
SoFiA,10260.3660964313
SoFiA,10174.077970297
SoFiA,10438.4003897972
SoFiA,10367.5914877186
SoFiA,10221.0855075438
SoFiA,10340.5207858181
SoFiA,10415.8421750839
SoFiA,10207.0626053587
SoFiA,10260.7987717696
SoFiA,10261.2842123931
SoFiA,10360.2972146975
SoFiA,10245.5601574142
SoFiA,10242.8585748139
SoFiA,10085.5737021858
SoFiA,10403.4148951221
SoFiA,10245.8049883374
SoFiA,10360.4597317758
SoFiA,10272.7659384448
SoFiA,10174.2658147122
SoFiA,10079.5225792832
SoFiA,10247.3984999494
SoFiA,10272.3332631064
SoFiA,10253.0169475136
SoFiA,10069.8222092587
SoFiA,10192.0160566413
SoFiA,10186.963252934
SoFiA,10366.3483376001
SoFiA,10248.3968191447
SoFiA,10038.1334896006
SoFiA,10203.0651073546
SoFiA,10049.1297750288
SoFiA,10181.7774807081
SoFiA,10053.3699933446
SoFiA,10053.7477927864
SoFiA,10224.6503302095
SoFiA,10159.7321445666
SoFiA,9963.02949330969
SoFiA,10194.3926050851
SoFiA,10221.8685443756
SoFiA,10116.4245091155
SoFiA,10054.613143463
SoFiA,10155.7325359512
SoFiA,9965.11055615658
SoFiA,10057.0720057517
SoFiA,10235.1590644027
SoFiA,9997.52954736128
SoFiA,9606.31294887608
SoFiA,9931.98873135347
SoFiA,10181.5073224481
SoFiA,10025.2460963522
SoFiA,9956.89605656226
SoFiA,10044.292253685
SoFiA,10194.2300880068
SoFiA,10060.1239498456
SoFiA,10064.7166402662
SoFiA,10063.1231286543
SoFiA,10002.2826442489
SoFiA,10128.393786402
SoFiA,9940.47127859643
SoFiA,9744.39125770445
SoFiA,10007.8208885796
SoFiA,9969.54072949893
SoFiA,9920.39936412005
SoFiA,10103.2690682184
SoFiA,10046.5358336102
SoFiA,9938.17493338607
SoFiA,9849.02270757311
SoFiA,9986.69577901142
SoFiA,9983.88655522931
SoFiA,10003.7959526274
SoFiA,9887.11502223864
SoFiA,9984.85743647633
SoFiA,9809.25456745075
SoFiA,9745.71461105635
SoFiA,9833.13824612735
SoFiA,9971.53947850095
SoFiA,9960.27303481273
SoFiA,9795.18101059183
SoFiA,9893.70646166134
SoFiA,9572.92096581292
SoFiA,10015.9530743291
SoFiA,9835.78495283119
SoFiA,9969.24313329062
SoFiA,9716.75280133558
SoFiA,9789.72296949448
SoFiA,9852.72471998021
SoFiA,9566.5996846503
SoFiA,9819.68309841056
SoFiA,9922.61339548554
SoFiA,9917.48038854479
SoFiA,9578.29669306544
SoFiA,9502.46453583923
SoFiA,9698.75983909468
SoFiA,9787.53426546587
SoFiA,9813.76705463797
SoFiA,9715.2141656202
SoFiA,9818.33230711037
SoFiA,9776.26993238909
SoFiA,9609.52741004825
SoFiA,9759.52012026666
SoFiA,9435.49061468638
SoFiA,9605.0972367059
SoFiA,9769.02842465319
SoFiA,9757.95193599159
SoFiA,9596.93761300813
SoFiA,9748.03839421497
SoFiA,9570.81457562918
SoFiA,9756.27822114617
SoFiA,9625.92686067719
SoFiA,9632.19326594327
SoFiA,9747.60571887662
SoFiA,9641.94640125296
SoFiA,9542.52816155852
SoFiA,9729.88291489577
SoFiA,9322.40405552304
SoFiA,9578.56685132546
SoFiA,9520.48282541701
SoFiA,9617.73979903116
SoFiA,9555.79335424872
SoFiA,9416.63441238018
SoFiA,9551.74098034814
SoFiA,9679.68835442504
SoFiA,9662.4235531194
SoFiA,9541.98784503842
SoFiA,9473.85308761196
SoFiA,9509.48865060024
SoFiA,9380.83844292497
SoFiA,9485.19973453361
SoFiA,9298.81797305475
SoFiA,9406.12567818694
SoFiA,9618.49750852611
SoFiA,9573.65123735961
SoFiA,9439.38258212006
SoFiA,9482.09291454313
SoFiA,9392.34760692492
SoFiA,9344.66467402799
SoFiA,9336.12725088848
SoFiA,9104.73670116478
SoFiA,9443.78531751413
SoFiA,9528.39972880302
SoFiA,9112.81401101769
SoFiA,9378.29937740289
SoFiA,9278.07066292829
SoFiA,9475.9615884071
SoFiA,9323.10477851001
SoFiA,9371.78814121365
SoFiA,9302.87034695533
SoFiA,9404.99016925022
SoFiA,9334.58650456167
SoFiA,9123.2425419775
SoFiA,9339.53166708724
SoFiA,9100.46904490073
SoFiA,9145.28787811898
SoFiA,9086.17598445553
SoFiA,9213.74555909065
SoFiA,9068.96816965786
SoFiA,9079.20674559109
SoFiA,9121.8917506773
SoFiA,9227.84866450927
SoFiA,9034.19795734625
SoFiA,9132.56300194884
SoFiA,9302.08731012353
SoFiA,8878.45172043359
SoFiA,9042.65517725233
SoFiA,9044.81644333265
SoFiA,9104.60162203477
SoFiA,9119.865563727
SoFiA,9118.75749273857
SoFiA,9105.65481712666
SoFiA,9226.76803146913
SoFiA,9107.24832873858
SoFiA,8918.73273912772
SoFiA,9085.82562296204
SoFiA,9100.6843272642
SoFiA,9203.99242378096
SoFiA,9084.06959427179
SoFiA,8887.25930183315
SoFiA,9162.22553465658
SoFiA,9029.55250164043
SoFiA,9099.92872838066
SoFiA,8932.538248338
SoFiA,8911.76350026328
SoFiA,8877.91140391352
SoFiA,9089.66271449915
SoFiA,8889.71816412177
SoFiA,8977.97760130978
SoFiA,9005.56118178207
SoFiA,9015.66467858525
SoFiA,9036.49430255658
SoFiA,8797.48655626665
SoFiA,8910.70819455999
SoFiA,8867.70026592858
SoFiA,9023.28398576295
SoFiA,8990.43231921986
SoFiA,8805.72638319785
SoFiA,8871.78007777745
SoFiA,8845.38477152705
SoFiA,8941.75106712762
SoFiA,8966.713268233
SoFiA,8712.49434553599
SoFiA,8815.82988000103
SoFiA,8893.52781771062
SoFiA,8759.82480632803
SoFiA,8898.82123111827
SoFiA,8947.28931145844
SoFiA,8687.58490971579
SoFiA,8816.72055801458
SoFiA,8744.45322345409
SoFiA,8870.88728915246
SoFiA,8537.9446716023
SoFiA,8638.11851018031
SoFiA,8613.426467335
SoFiA,8674.50967205217
SoFiA,8798.97242669685
SoFiA,8720.11154210225
SoFiA,8854.8677485767
SoFiA,8829.93087480824
SoFiA,8606.61974554885
SoFiA,8775.8464575152
SoFiA,8794.64989453622
SoFiA,8792.00107722101
SoFiA,8821.3955622801
SoFiA,8667.16052313456
SoFiA,8798.34979633191
SoFiA,8635.20164521646
SoFiA,8661.08196228367
SoFiA,8647.76400430829
SoFiA,8615.10229279182
SoFiA,8750.99189759158
SoFiA,8792.13615635102
SoFiA,8676.77857931424
SoFiA,8692.34011721477
SoFiA,8773.0097957848
SoFiA,8722.97564178093
SoFiA,8506.12087281424
SoFiA,8728.73127908663
SoFiA,8454.52064514674
SoFiA,8609.75189287619
SoFiA,8590.05777784161
SoFiA,8445.17274722707
SoFiA,8306.229087722
SoFiA,8273.13470086721
SoFiA,8201.05732133327
SoFiA,8621.18085364271
SoFiA,8605.48423661213
SoFiA,8598.10976035763
SoFiA,8610.96760504637
SoFiA,8254.41357769103
SoFiA,8585.73524568098
SoFiA,8628.09732722197
SoFiA,8598.6500768777
SoFiA,8603.02537432351
SoFiA,8608.61849455087
SoFiA,8481.48159525409
SoFiA,8345.64686635088
SoFiA,8546.75225300186
SoFiA,8592.19160597364
SoFiA,8397.21965607009
SoFiA,8615.88532962365
SoFiA,8599.27059663124
SoFiA,8622.39656581289
SoFiA,8597.02912731746
SoFiA,8622.09896960455
