name_1,ra_1,dec_1,GAL_LONG,GAL_LAT,flux,fluxerr,velcenter,velerr_1,w50max,velerr_1a,w20max,velerr_1b,DLG,MHI,a,ra_dec,dec_d,id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra_2,dec_2,freq,name_2,Separation,run,cube,kernel,scaleX,scaleY,scaleZ,sf_threshold,rms_mode,flux_range,xradius,xmin,xmax,yradius,ymin,ymax,zradius,zmin,zmax,rel_threshold,elipse,busy_function,bf+e
J1905+2700,19:05:15,27:00:35,58.7,9.2,3.4,0.6,4737,5,198,10,217,15,64.1,9.5,a,286.3125,27.0097222222222,29,56,42.103,180.793,1647.966,42.145,180.965,1647.704,41,43,180,182,1645,1651,29,7,7,0.723718,0.08878533,0.0225371,0.01979375,0,1.070659,0.2742537,0.06518401,3,-0.3261023,6,3.761567,822.0113,1644.326,0,1.452856,1.231679,70.22209,1.471359,1.213385,79.73927,0.2557852,0.02014332,0.04290828,0,45,0.0050199,9.629529,5.378665,4.248213,4.928805,286.3069,27.01019,1397738750,SoFiA J190513.66+270036.7,18.0882056812896,4,1900+26,Gaussian,3.0,3.0,3.0,5.0,GFNF,All,3,3,8,3,3,8,3,3,8,0.37,2,1,3
J1905+2842,19:05:25,28:42:32,60.2,9.9,2.3,0.4,7150,3,161,6,173,10,104.1,9.8,a,286.354166666667,28.7088888888889,11,31,40.173,282.531,1104.184,40.186,282.563,1104.41,38,42,281,284,1101,1108,98,8,18,0.915073,0.3773536,0.05615215,0.006007103,0,3.588586,1.267263,0.2366903,3,-0.2776495,8,4.655645,550.0281,1100.278,0,2.505101,1.996582,-62.0738,2.154319,1.920927,-66.61189,1.180234,0.02230189,0.1470201,0,166.8819,0.0053846,22.14124,7.42335,4.913385,6.850752,286.36472,28.703646,1386850180,SoFiA J190527.53+284213.1,38.285035234495,5,1900+26,Gaussian,3.0,3.0,3.0,5.5,GFNF,All,3,3,8,3,3,8,3,3,8,0.40,2,1,3
J1854+2629,18:54:06,26:29:30,57.1,11.2,0.7,0.3,3952,4,114,7,120,11,56.9,8.7,a,283.525,26.4916666666667,701,35003,197.692,145.218,2689,190.293,148.69,2689,162,224,116,171,2689,2689,1342,1,1342,0.68544,,,,,,,,,,,,,,,,,,40.86017,17.36095,80.0475,24.24477,0.06813274,0,4,0,0.034661,19.09419,0,0,0,283.54214,26.470783,1418607870,SoFiA J185410.11+262814.8,93.2960050222381,6,1900+26,Gaussian,3.0,3.0,3.0,3.0,GFFH,Negative,1,3,-1,1,3,-1,0,1,-1,0.50,0,0,0
J1854+2439,18:54:21,24:39:28,55.4,10.4,11.1,1.3,4317,3,313,7,333,10,63.9,10,a,283.5875,24.6577777777778,148,822,188.998,39.726,1729.083,188.982,39.78,1727.158,183,195,34,45,1691,1765,4479,75,128,0.622836,1.257105,0.01961471,0.02391127,0,1877.903,-85543.69,0.366232,6,-0.05864934,10.45341,9.744542,842.5098,1685.019,0,5.813058,4.683288,-84.82075,4.319354,3.930961,-71.33011,28.70509,0.03837494,0.5148905,0,144.8452,0.0046994,91.26947,72.60972,69.38922,71.65902,283.58813,24.655685,1399330940,SoFiA J185421.15+243920.5,7.81352854548757,17,1900+26,Gaussian,3.0,3.0,3.0,3.3,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.51,0,1,1
J1900+2846,19:00:50,28:46:42,59.9,10.8,3,0.5,4378,6,232,12,267,18,62.7,9.4,a,285.208333333333,28.7783333333333,199,395,101.436,286.353,1732.113,101.196,286.732,1732.073,99,105,284,289,1725,1739,346,15,34,0.473965,0.2758813,0.0573938,0.001691554,0,122.6695,3.127763,0.3113194,4,-0.1186177,15.59473,9.674524,862.0287,1724.119,0,2.879898,2.537893,-87.04816,2.611533,2.522419,37.74432,3.162012,0.03296757,0.2474222,4,316.4565,0.0045013,37.76481,13.68702,10.99272,12.33765,285.20544,28.77939,1399429630,SoFiA J190049.30+284645.8,9.87810881518888,20,1900+26,Gaussian,3.0,3.0,3.0,4.0,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1901+2456,19:01:37,24:56:42,56.4,9,3,0.5,9300,4,339,8,354,12,133.3,10.1,a,285.404166666667,24.945,131,274,90.518,56.659,681.976,90.573,56.748,681.675,89,92,55,58,678,686,85,9,15,0.533907,6.136164E-05,0.04895734,0.02517923,0,13.00008,0.757502,0.1634777,4,-0.2398338,6.65079,4.564437,338.5245,677.2398,0,2.192377,1.89983,8.01334,2.046543,1.7814,40.53051,0.7741802,0.01901621,0.109506,0,75.62631,0.0048338,17.47478,6.55473,5.23078,5.905893,285.39386,24.945099,1378377860,SoFiA J190134.53+245642.4,33.6449969390716,20,1900+26,Gaussian,3.0,3.0,3.0,4.0,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1901+2747,19:01:13,27:47:24,59,10.3,1.3,0.3,3811,5,81,9,104,14,52.7,8.9,a,285.304166666667,27.79,206,404,96.633,227.515,1839.297,96.486,227.431,1839.552,94,100,225,230,1832,1846,330,15,33,0.49753,0.2310396,0.05123127,0.007967426,0,66.40453,2.703285,0.2482486,4,-0.1060381,16,10.88156,915.5256,1831.106,0,3.124796,2.615904,11.50189,2.752362,2.521507,-79.05925,2.662171,0.02453711,0.2102198,0,42.99696,0.004729,30.98899,14.146,11.33809,12.06518,285.29227,27.790348,1401583620,SoFiA J190110.14+274725.3,37.9190121793028,20,1900+26,Gaussian,3.0,3.0,3.0,4.0,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1901+2820,19:01:52,28:20:01,59.5,10.4,1.7,0.4,3921,4,133,8,146,11,55.7,9.1,a,285.466666666667,28.3336111111111,204,402,86.792,259.833,1804.562,87.098,259.864,1804.443,85,89,258,261,1802,1807,48,6,14,0.548206,1.985647E-06,0.009725148,0.02403437,0,5.651501,0.4779342,0.1458556,4,-0.350131,4.800017,3.194676,900.5049,1801.35,0,1.758307,1.496896,-64.63765,2.041951,1.496972,-81.43435,0.4799801,0.02120563,0.08832827,0,192.2031,0.0048654,14.23905,4.839049,3.105731,4.346427,285.47153,28.330662,1400880000,SoFiA J190153.16+281950.4,18.7067220785365,20,1900+26,Gaussian,3.0,3.0,3.0,4.0,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1903+2736,19:03:35,27:36:32,59.1,9.8,5.6,0.8,4225,6,372,12,409,18,57.9,9.6,a,285.895833333333,27.6088888888889,195,389,63.936,218.047,1713.438,63.954,217.725,1713.205,60,68,215,221,1705,1722,528,18,49,0.437541,0.0001945119,0.06306143,0.004206601,0,200.7714,3.643799,0.349459,4,-0.1069154,15.16906,10.10813,851.5315,1703.107,0,3.281941,2.969558,-9.701607,3.010235,2.823489,-8.5825,3.922165,0.02184091,0.3258748,0,323.6017,0.0046644,36.59462,15.49902,11.65104,12.40138,285.90384,27.626038,1399051390,SoFiA J190336.92+273733.7,66.808632033956,20,1900+26,Gaussian,3.0,3.0,3.0,4.0,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1910+1933,19:10:19,19:33:03,52.5,4.8,5.7,0.6,3901,6,454,11,490,17,56,9.6,a,287.579166666667,19.5508333333333,489,779,177.152,3.863,1826.075,177.452,3.647,1824.898,165,184,0,10,1768,1875,5284,108,154,0.620041,0.4087107,0.1493509,0.08071797,0,1330.296,28.06237,0.3702799,6,-0.0636005,117.2812,71.41348,881.0747,1762.018,0,7.805624,4.731447,68.71399,5.438656,3.588395,65.27085,30.75027,0.03189907,0.1952211,1,244.9181,0.0048367,87.46248,102.6266,89.81052,103.008,287.5923,19.555996,1401289860,SoFiA J191022.15+193321.6,48.2279356099197,3,1915+22,Gaussian,3.0,3.0,3.0,3.3,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1917+2354,19:17:60,23:54:48,57.2,5.2,1.7,0.4,8110,6,156,11,186,17,117,9.8,a,289.5,23.9133333333333,218,401,71.087,265.222,895.468,70.991,265.232,895.238,69,74,263,267,892,900,126,9,24,0.61121,0.1056626,0.3092717,1.869348,0,17.44116,1.065364,0.1668035,6,-0.5850897,7.893412,7.056115,445.6546,891.1401,0,2.900988,2.068608,-61.56317,2.569663,1.929241,-64.20743,1.032826,0.026548,0.126642,0,249.1,0.0044234,20.88399,7.506476,6.5831,7.190636,289.4977,23.919285,1382658050,SoFiA J191759.45+235509.4,22.7108098560593,4,1915+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1906+2327,19:06:56,23:27:43,55.6,7.3,1.8,0.4,9146,6,278,13,317,19,128.7,9.9,a,286.733333333333,23.4619444444444,476,1164,222.286,237.786,661.786,222.223,237.716,661.625,221,223,237,239,661,663,14,3,7,0.411414,0.2239711,0.05057126,0,0,3.44603E-31,0.2120797,0.09749995,3,0,2,2,330.0253,660,0,1.732642,0.712851,71.65882,1.632346,1.227204,-79.02433,0.1560869,0.01942806,0.0752512,0,0,0.0052862,8.523739,1.667162,1.167904,1.357782,286.74716,23.450123,1377976060,SoFiA J190659.32+232700.4,62.4245160660799,5,1915+22,Boxcar,3.0,3.0,3.0,3.5,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1915+2009,19:15:01,20:09:35,53.5,4.1,11.4,1.2,4713,4,522,8,545,12,67.6,10.1,a,288.754166666667,20.1597222222222,251,25338,111.45,39.512,1646.278,111.589,39.528,1647.702,105,116,31,45,1582,1704,2576,123,99,0.745937,0.8606932,0.01498945,0.003028476,0,3356.95,-17709.76,0.2151733,6,-0.005044836,16.32721,14.55036,786.5075,1573.014,0,6.09104,4.733856,35.18443,3.659424,2.915874,20.28686,25.09722,0.03165382,0.1982215,0,210.9507,0.0044046,112.2645,118.6525,114.4977,118.6432,288.7573,20.158531,1397738620,SoFiA J191501.75+200930.7,11.4044124556259,8,1915+22,Boxcar,3.0,3.0,3.0,2.5,GFFH,Negative,1,3,-1,1,3,-1,1,3,-1,0.50,0,1,1
J1917+2030,19:17:33,20:30:19,54.1,3.7,2.1,0.5,2356,6,97,13,140,19,36,8.8,a,289.3875,20.5052777777778,357,34803,76.184,60.324,2159.638,76.232,60.399,2159.656,74,79,56,64,2149,2171,370,23,40,0.691058,0.3042421,0.03919839,0.003535687,0,90.79816,3.816367,0.2810473,4,-0.1012475,23.14124,11.77899,1073.02,2146.101,0,4.016973,2.46232,21.18357,3.203037,2.119035,15.86402,3.697784,0.02153881,0.3825344,0,16.47056,0.0044965,42.75294,18.33609,12.33434,10.03609,289.38647,20.505272,1407998980,SoFiA J191732.76+203019.0,3.45758303658526,8,1915+22,Boxcar,3.0,3.0,3.0,2.5,GFFH,Negative,1,3,-1,1,3,-1,1,3,-1,0.50,0,1,1
J1915+2254,19:15:21,22:54:50,56,5.3,2.6,0.5,7902,7,400,14,442,21,111.7,9.9,a,288.8375,22.9138888888889,198,15699,106.639,205.308,986.923,106.589,205.278,986.916,103,109,203,208,979,993,169,15,25,0.633738,0.3327655,0.03508088,0.0613064,0,90.72507,1.653075,0.1568903,4,-0.1466822,16,15.31276,489.0175,978.1467,0,2.635105,2.15219,-1.178526,2.298191,1.988498,49.33541,1.620913,0.0235554,0.1075876,0,26.09213,0.0048073,25.93682,14.65266,10.85753,14.44797,288.8479,22.921326,1384495360,SoFiA J191523.50+225516.8,43.6583179835441,8,1915+22,Boxcar,3.0,3.0,3.0,2.5,GFFH,Negative,1,3,-1,1,3,-1,1,3,-1,0.50,0,1,1
J1911+2112,19:11:28,21:12:22,54.1,5.3,3.3,0.5,5024,4,397,8,410,12,70.3,9.6,a,287.866666666667,21.2061111111111,172,114901,163.696,102.034,1549.453,163.101,102.298,1549.154,156,174,95,111,1538,1559,1256,22,196,0.86594,5.611486E-06,0.01074605,0.1312184,0,441.5759,4.318999,0.3399002,6,-0.04540605,18.31009,12.35405,768.5054,1537.09,0,7.861732,6.104793,69.12692,6.82001,5.299765,73.43247,5.879731,0.01998365,0.3879465,0,262.674,0.004081,40.65316,15.96468,13.65978,14.89136,287.83646,21.202414,1395763580,SoFiA J191120.75+211208.7,102.264140417463,10,1915+22,Gaussian,1.0,1.0,1.0,2.5,GFFH,All,1,1,-1,1,1,-1,1,1,-1,0.50,0,1,1
J1909+2649,19:09:28,26:49:12,58.9,8.2,8.1,1,4731,3,274,7,292,10,66.5,9.9,a,287.366666666667,26.82,40,26527,185.333,169.479,1641.658,185.419,169.421,1641.257,172,197,156,181,1597,1723,14124,127,421,0.995221,0.007597717,0.09342254,0.0002239702,0,2061.035,42.93534,0.8680827,4,-0.02443372,70.66847,46.76099,783.0467,1566.024,0,12.36583,8.427413,-39.25946,9.145248,7.368727,-36.16936,49.90017,0.03365179,0.4149905,0,284.6909,0.0047345,88.87351,74.42326,60.63984,74.91319,287.37875,26.817179,1397609470,SoFiA J190930.90+264901.8,40.1391211884066,7,1915+26,Boxcar,3.0,3.0,3.0,2.5,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.50,0,1,1
J1911+2421,19:11:37,24:21:08,56.9,6.7,8.9,1.1,642,2,116,4,126,7,10.5,8.4,a,287.904166666667,24.3522222222222,49,42279,158.961,20.732,2542.907,158.568,21.07,2543.331,152,167,14,28,2527,2562,2883,36,152,1,0.009223772,0.274046,0.1804668,0,1925.47,22.76295,1.201464,6,-0.01958265,27.22621,18.1493,1260.637,2521.063,0,6.2016,5.246267,67.74218,4.922627,4.256072,55.92322,25.7541,0.05212157,1.189542,0,68.65785,0.0046511,103.1266,29.21447,26.08672,25.64917,287.89807,24.348158,1415688450,SoFiA J191135.53+242053.4,24.7737304421321,7,1915+26,Boxcar,3.0,3.0,3.0,2.5,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.50,0,1,1
J1932+2249,19:32:33,22:49:28,57.8,1.7,3.5,0.5,7140,4,198,9,221,13,101.3,9.9,a,293.1375,22.8244444444444,312,509,75.727,199.308,1111.424,76.019,199.409,1112.94,70,80,196,203,1095,1133,1305,39,73,0.574624,0.6125144,0.03836377,0.02820013,0,470.5247,10.54738,0.2673392,2,-0.1043331,44,44,544.5192,1089.007,0,5.973687,3.292769,-81.61065,4.085573,2.872539,-84.05083,10.37736,0.02874802,0.2968228,0,274.9029,0.0047215,60.84153,37.9069,35.21118,36.61254,293.15063,22.822247,1387021060,SoFiA J193236.15+224920.1,44.2953933917612,2,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFNF,All,3,3,-1,3,3,-1,3,3,-1,0.60,0,1,1
J1929+2223,19:29:09,22:23:55,57,2.2,0.6,0.2,11507,7,16,15,99,22,163.1,9.6,a,292.2875,22.3986111111111,88,321,123.443,174.176,187.124,123.478,174.282,187.107,120,127,171,177,180,195,307,16,38,0.652597,0.5299615,0.05400158,0.008614023,0,58.43622,2.63479,0.2978423,4,-0.1803597,15.2291,6.69365,89.027,178.1804,0,3.3566,2.408536,79.61038,3.145669,2.426498,68.07728,2.403148,0.01973043,0.2287166,0,228.1653,0.0046837,29.28342,12.94052,3.781769,10.91025,292.2931,22.40458,1368466050,SoFiA J192910.34+222416.5,28.4229709722413,3,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1923+2335,19:23:48,23:35:08,57.5,3.9,1.6,0.3,7912,4,80,8,106,12,110.4,9.7,a,290.95,23.5855555555556,562,1778,197.05,245.392,948.425,197.154,245.432,947.878,193,199,243,248,939,958,339,20,29,0.78141,0.01023407,0.03321253,0.4275461,0,167.4726,3.155249,0.2631286,6,-0.2896695,17.36484,11.70334,468.5166,937.0937,0,2.864023,2.480811,-1.256653,2.508736,2.344466,-29.76175,3.260726,0.02764842,0.4096638,0,348.7721,0.0046753,37.8792,17.05511,14.04385,8.715974,290.95123,23.583614,1383713020,SoFiA J192348.30+233501.0,8.08599869941329,3,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1928+1956,19:28:36,19:56:54,54.8,1.2,1.7,0.4,7042,5,230,10,249,15,99,9.6,a,292.15,19.9483333333333,622,1969,131.598,26.991,1116.955,131.545,27.114,1116.354,130,133,25,30,1110,1125,112,16,16,0.771919,4.144611E-06,0.01432942,0.00701113,0,48.25603,1.018816,0.114337,4,-0.1283847,12.89036,8.58785,553.5072,1107.128,0,2.65607,1.583668,-6.615275,2.488134,1.314642,-7.947927,1.045885,0.020793,0.09030952,0,350.4698,0.0049237,20.07165,11.95168,8.719313,10.83734,292.15344,19.951153,1387089660,SoFiA J192836.83+195704.1,15.4506228826609,3,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1925+2159,19:25:22,21:59:58,56.3,2.8,2.1,0.4,9942,8,182,16,244,23,143.1,10,a,291.341666666667,21.9994444444444,326,1052,176.487,150.44,516.113,176.335,150.34,515.429,175,179,148,155,499,540,275,42,21,0.815202,0.3444381,0.0218044,0.002077589,0,326.3869,-468.5987,0.08610952,4,-0.04907151,9.421731,8.558367,246.0109,492.0491,0,2.577499,1.941512,7.727119,2.013327,1.602662,-4.617074,2.193598,0.02296073,0.07590926,0,263.0022,0.0050427,26.2318,34.47762,7.319809,34.23241,291.34344,22.001633,1375046140,SoFiA J192522.43+220005.9,9.86330507164375,3,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1925+2056,19:25:59,20:56:51,55.4,2.2,3.4,0.4,7536,4,352,7,367,11,109.9,10,a,291.495833333333,20.9475,593,1866,168.303,87.394,1052.616,168.297,87.379,1052.371,166,170,85,89,1038,1065,198,28,17,0.795183,0.05378529,0.0190794,0.005894712,0,100.8905,1.400866,0.06813096,4,-0.05585544,31.51206,20.38238,518.0095,1036.056,0,2.714175,1.680708,14.33587,2.323424,1.592424,28.56683,1.388306,0.01774692,0.1263351,0,231.5912,0.0043277,22.79803,24.5036,13.32121,13.45513,291.4952,20.953196,1385807230,SoFiA J192558.85+205711.5,20.6113063566151,3,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1927+2011,19:27:33,20:11:48,54.9,1.5,9.6,1,7135,5,80,11,192,16,101.7,10.4,a,291.8875,20.1966666666667,618,1963,146.857,41.472,1122.934,146.8,41.822,1120.073,141,153,36,47,1101,1157,2622,57,118,1,5.933969E-05,0,0.0005783602,0,1422.869,24.9918,1.379417,4,-0.06714183,25.93531,17.13603,544.5,1089.067,0,6.503847,5.368882,88.16414,4.473247,4.28459,59.35539,27.79788,0.05157958,1.765869,0,277.8803,0.0044529,121.983,28.23794,16.46718,14.97872,291.882,20.19561,1387164160,SoFiA J192731.68+201144.2,19.0059296780409,3,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1924+2033,19:24:31,20:33:45,54.9,2.3,0.7,0.2,9831,8,137,15,164,23,143.3,9.5,a,291.129166666667,20.5625,207,897,188.595,65.807,3017.748,188.595,65.604,3019.716,186,191,63,69,3000,3030,301,31,29,0.675242,0.05420382,0.02325274,0.2967755,0,205.683,2.575332,0.2117662,6,-0.1138984,19.14252,8.248862,1499.512,2999,0,2.700816,2.17205,4.509596,2.578758,2.086815,-12.9254,2.082345,0.02083282,0.06150969,0,242.5898,0.0045543,26.35411,17.54835,16.56019,27.46248,291.1362,20.587614,1425235970,SoFiA J192432.69+203515.4,93.466538178714,5,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1937+2317,19:37:10,23:17:10,58.7,1,2.1,0.4,7147,5,168,9,189,14,103.9,9.7,a,294.291666666667,23.2861111111111,58,393,13.602,227.325,1116.83,13.55,227.477,1116.002,10,18,224,231,1097,1131,872,35,59,0.687564,0.4893918,0.02393789,0,0,757.9926,5.182942,0.2240679,6,0,40,40,548.012,1096.059,0,3.658868,3.164811,60.14541,3.237383,2.844965,87.14073,6.427932,0.02671994,0.2018112,0,267.1699,0.0049412,44.05376,34.16829,31.36087,33.38911,294.28656,23.281864,1387082500,SoFiA J193708.78+231654.7,22.779581678839,5,1930+22,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,1,3,-1,1,3,-1,1,3,-1,0.40,0,1,1
J1922+1956,19:22:30,19:56:42,54.1,2.4,0.8,0.3,7967,5,102,10,115,15,116,9.4,a,290.625,19.945,508,1149,217.835,27.376,937.671,217.845,27.301,937.55,216,220,26,29,932,948,85,17,14,0.680578,0.06559435,0.0649884,0.004637563,0,10.8998,0.7473345,0.082435,3,-0.1445961,13.4891,8.078966,464.0325,928.1446,0,1.893871,1.370008,46.38731,1.721308,1.479796,-89.40607,0.6877674,0.01774434,0.06028637,0,223.2071,0.0049702,15.18911,12.07811,7.117927,10.7775,290.62302,19.943832,1383506050,SoFiA J192229.53+195637.8,7.92024203609352,7,1930+22,Boxcar,3.0,3.0,3.0,3.7,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.50,0,1,1
J1924+2105,19:24:03,21:05:20,55.3,2.7,0.8,0.3,3104,7,79,14,98,21,47.9,8.6,a,291.0125,21.0888888888889,963,2068,195.232,95.744,1996.598,195.23,95.798,1996.554,194,196,94,97,1991,2003,82,13,11,0.606192,2.435686E-05,0.08392079,0.01336476,0,27.53357,0.7152136,0.07768849,4,-0.110606,12.69931,9.535138,994.542,1989.111,0,1.95649,1.408041,-21.52604,1.776901,1.271624,0.03393334,0.7224785,0.01724595,0.08145582,0,346.4258,0.0045517,17.52841,11.96735,10.08083,10.18411,291.0131,21.089888,1404730240,SoFiA J192403.14+210523.6,4.10872214340739,7,1930+22,Boxcar,3.0,3.0,3.0,3.7,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.50,0,1,1
J1925+2045,19:25:03,20:45:36,55.1,2.3,1.9,0.4,8976,5,295,11,315,16,131,9.9,a,291.2625,20.76,379,863,181.418,75.859,717.825,181.442,75.878,718.437,180,183,74,77,694,748,177,55,13,0.650482,0.09160354,0.008242303,0.0017149,0,268.4923,1.167952,0.02290088,1,-0.01249404,64,59.5278,342.5041,685.0125,0,2.177037,1.535214,74.71175,1.506693,1.346203,-66.04079,1.417219,0.01821475,0.02794974,0,68.20672,0.0046731,22.79535,51.5703,46.63099,51.96344,291.26218,20.75989,1379114750,SoFiA J192502.92+204535.6,1.15919930355416,7,1930+22,Boxcar,3.0,3.0,3.0,3.7,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.50,0,1,1
J1949+2411,19:49:52,24:11:10,60.9,-1,9.9,1.1,3119,3,255,6,272,9,42.5,9.6,a,297.466666666667,24.1861111111111,32,2616,44.895,282.054,1996.446,45.076,281.721,1996.422,38,49,277,288,1962,2024,2058,63,86,0.99944,0.01595348,0.2266086,0.0696725,0,3086.066,15.34653,0.339421,6,-0.01401128,66.29931,45.3309,979.6133,1959.024,0,5.694288,4.202592,-10.6963,3.900975,3.085916,4.84611,20.76639,0.04172781,0.3933911,0,14.85967,0.0050321,90.96868,58.24969,54.57682,57.41502,297.47287,24.191502,1404727550,SoFiA J194953.49+241129.4,28.1346224544778,5,1945+22,Boxcar,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1944+2753,19:44:24,27:53:34,63.5,1.9,1.1,0.2,5647,6,111,12,167,18,79.8,9.2,a,296.1,27.8927777777778,108,224,119.967,234.2,1445.933,120.021,234.125,1445.622,119,121,233,235,1444,1448,30,5,9,0.66815,0.2966692,0.03539002,0,0,2.430859,0.3708365,0.0741673,1,0,4,4,721.5177,1443,0,1.63444,0.3996459,89.39164,1.541234,1.404099,-85.68504,0.3115472,0.01634773,0.07524633,0,0,0.0071156,8.426119,3.691233,3.228082,3.339013,296.09872,27.902168,1393688580,SoFiA J194423.70+275407.8,34.0485447297719,3,1945+26,Gaussian,3.0,3.0,3.0,4.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1941+2816,19:41:33,28:16:40,63.6,2.6,3,0.4,6769,8,221,15,309,23,94.2,9.8,a,295.3875,28.2777777777778,122,1469,157.991,257.875,1178.107,157.997,257.942,1178.091,157,159,256,260,1170,1188,112,19,12,0.419356,0.06983579,0.02078697,0.01140434,0,40.01264,0.8746328,0.1086447,4,-0.1665296,10.93072,7.013207,584.0104,1168.167,0,2.518563,1.355989,17.1524,2.220904,1.299682,18.16235,0.8461438,0.02094992,0.05997446,0,109.0402,0.0053006,15.08381,12.98743,5.129797,12.95021,295.37933,28.296783,1388326910,SoFiA J194131.04+281748.4,73.1544443980164,6,1945+26,Boxcar,3.0,3.0,3.0,3.5,GFFH,Positive,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J1942+2823,19:42:24,28:23:08,63.7,2.5,0.8,0.2,4592,4,105,8,124,12,62.8,8.8,a,295.6,28.3855555555556,171,1922,146.143,263.132,1660.56,146.226,263.231,1660.078,144,148,261,265,1657,1666,91,10,18,0.431497,0.0001624161,0.2540425,0.0239787,0,8.70375,0.9685572,0.1878537,4,-0.2230994,7.432336,4.931296,827.627,1655.223,0,2.269771,1.83978,-44.6476,2.127375,1.770618,-38.86767,0.958668,0.02369505,0.1247173,0,191.0012,0.0046473,21.74431,7.444487,4.510087,6.28329,295.6016,28.386127,1397986690,SoFiA J194224.38+282310.1,5.44926620155785,6,1945+26,Boxcar,3.0,3.0,3.0,3.5,GFFH,Positive,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2000+2201,20:00:07,22:01:23,60.3,-4.2,2.4,0.4,4460,6,246,12,280,19,65,9.4,a,300.029166666667,22.0230555555556,78,2790,110.927,152.457,1691.997,110.79,152.241,1694.001,105,117,148,158,1665,1725,799,61,72,0.631561,0.03894246,0.1975241,0.002186509,0,574.5307,4.817582,0.09425837,4,-0.01914392,69.92842,54.88962,827.5988,1655.019,0,6.222324,3.53149,-43.60278,4.731298,2.585856,-35.29127,5.730622,0.02220491,0.08916499,0,149.4656,0.004683,43.29172,55.06917,47.54783,55.56699,300.02176,22.037352,1398666500,SoFiA J200005.22+220214.5,57.0948779205194,7,2000+22,Boxcar,3.0,3.0,3.0,3.0,GFFH,All,4,3,-1,4,3,-1,4,3,-1,0.40,0,1,1
J2003+2515,20:03:29,25:15:07,63.5,-3.1,1.6,0.4,3048,5,125,11,145,16,41,8.8,a,300.870833333333,25.2519444444444,318,689,65.377,75.322,2009.935,65.071,75.246,2009.934,62,69,72,79,1994,2021,743,28,47,0.609741,0.00798927,0.03368119,0.003317843,0,133.1542,5.1052,0.2228509,4,-0.03961789,29.26482,25.67311,996.5168,1993.04,0,3.530173,2.985,-3.225838,2.996624,2.795996,-39.15343,4.837952,0.02529817,0.1542693,0,89.03063,0.0046645,38.05047,26.45049,18.18604,26.10195,300.8648,25.251389,1404998270,SoFiA J200327.56+251505.0,19.7230751486846,2,2000+26,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,2,-1,0.40,0,1,1
