name_1,ra_1,dec_1,GAL_LONG,GAL_LAT,flux,fluxerr,velcenter,velerr_1,w50max,velerr_1a,w20max,velerr_1b,DLG,MHI,a,ra_dec,dec_d,id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra_2,dec_2,freq,name_2,Separation
J2038+2407,20:38:22,24:07:14,67.0,-10.3,0.8,0.3,10338,10,30.0,21,119.0,31,150.0,9.6,a,309.59166666666664,24.120555555555555,40.0,108.0,202.823,7.855,433.677,202.9,7.846,433.444,200.0,205.0,5.0,10.0,431.0,437.0,124.0,7.0,27.0,0.54693,1.177668E-4,0.3124483,0.02517557,0.0,7.221255,1.144769,0.2600131,4.0,-0.2186661,5.56192,4.76037,215.1562,430.2187,0.0,2.72045,2.373848,-26.38947,2.665659,2.234279,-12.7827,1.142278,0.01873356,0.1881208,0.0,229.7143,0.0044303,23.53679,5.484669,4.777658,5.11865,309.58984,24.120392,1.37340288E9,SoFiA J203821.56+240713.4,6.030650106404646
J2050+2538,20:50:30,25:38:06,69.9,-11.6,2.1,0.5,2371,4,141.0,9,158.0,13,35.6,8.8,a,312.625,25.635,140.0,242.0,36.89,97.895,2163.416,36.839,98.306,2162.663,31.0,46.0,90.0,105.0,2142.0,2179.0,1322.0,38.0,123.0,0.610598,0.1663922,0.05929386,0.3088449,0.0,329.9502,6.789426,0.3810151,6.0,-0.1737569,24.4412,15.84578,1070.53,2141.074,0.0,7.491645,3.837037,44.41115,6.474299,3.586733,44.93974,7.372368,0.0268322,0.1786389,0.0,40.07125,0.0052364,38.7222,28.95555,13.32197,29.52676,312.63953,25.631655,1.40805926E9,SoFiA J205033.49+253754.0,48.67305239567337
