id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra,dec,freq,name
1.0,7.0,113.563,158.869,47.634,119.077,151.228,41.589,0.0,224.0,49.0,289.0,3.0,184.0,1480755.0,182.0,26774.0,1.0,7.496964,1.70338,0.01160946,0.0,67818.95,4150.272,83.94516,6.0,-0.1499747,69.60518,47.68089,0.8516902,0.0214663,0.0,139.1367,98.91899,31.08988,142.3871,102.295,28.59203,4189.87,0.05477525,0.0,5.0,4.563491,0.0053021,654.2548,76.43409,59.25505,0.0,299.87277,22.020424,1.36554944E9,SoFiA J195929.47+220113.5
2.0,15.0,51.906,42.64,50.525,52.049,43.334,49.946,50.0,54.0,39.0,49.0,43.0,67.0,297.0,25.0,43.0,0.478221,0.4756271,0.0291427,0.009821068,0.0,134.217,-34.70742,0.1189068,4.0,-0.0600094,10.39763,9.195494,18.01457,36.06001,0.0,6.749419,1.905178,-9.297843,6.493062,2.118945,-6.06297,1.599192,0.01725411,0.07688503,0.0,182.6337,0.0050779,18.46156,20.60256,5.861868,20.75222,301.06485,20.218512,1.36571699E9,SoFiA J200415.56+201306.6
3.0,21.0,47.185,268.667,40.011,47.065,268.55,40.114,43.0,51.0,265.0,273.0,24.0,50.0,751.0,27.0,60.0,0.406868,0.223034,0.02588885,0.0,0.0,105.2208,4.02573,0.3593027,6.0,0.0,15.11916,9.893263,12.51294,25.11808,0.0,5.089879,2.771223,40.09629,4.677483,2.843431,38.84541,4.221454,0.02242588,0.1553474,0.0,28.82233,0.0050152,30.83895,23.20438,10.78737,23.0613,301.1845,23.972092,1.36552E9,SoFiA J200444.28+235819.5
4.0,35.0,64.108,252.492,98.754,64.368,252.366,98.808,62.0,66.0,251.0,254.0,95.0,102.0,65.0,8.0,15.0,0.427255,1.063434E-4,0.1067842,0.09868492,0.0,24.98787,0.2174334,0.03585452,4.0,-0.1221222,7.068241,5.885608,47.05339,94.12212,0.0,2.327854,1.65391,72.82278,2.456967,1.786039,-71.78556,0.2362371,0.01013692,0.03194211,0.0,0.0,0.0037276,7.860768,6.688665,6.08819,6.503821,300.86703,23.704147,1.36669632E9,SoFiA J200328.09+234214.9
5.0,36.0,67.684,146.996,68.934,67.758,146.987,68.392,65.0,71.0,144.0,150.0,61.0,79.0,244.0,19.0,38.0,0.403502,4.877132E-5,0.04468266,1.585306,0.0,159.7827,1.068502,0.2200441,4.0,-0.2567875,6.935057,4.571894,29.02234,58.25679,0.0,3.165756,2.557408,-21.47674,2.994781,2.53316,12.3087,1.470581,0.01518389,0.086601,0.0,303.4863,0.0045461,21.05696,15.59801,13.8817,15.6566,300.795,21.947876,1.36608666E9,SoFiA J200310.80+215652.4
6.0,41.0,61.465,161.374,101.971,61.257,161.571,102.907,57.0,66.0,159.0,164.0,79.0,118.0,340.0,40.0,38.0,0.450892,0.06686802,0.01205623,0.003154216,0.0,197.5476,1.559477,0.07910015,4.0,-0.07019672,39.87342,16.67299,39.00603,78.0702,0.0,5.280992,1.697172,61.80933,5.063032,1.820548,59.54379,1.891975,0.01697844,0.05120117,0.0,45.0,0.0048287,21.24943,15.58142,13.37544,33.2553,300.91342,22.190338,1.36677837E9,SoFiA J200339.22+221125.2
7.0,49.0,16.25,185.554,90.696,16.098,185.557,90.662,15.0,18.0,184.0,187.0,87.0,95.0,56.0,9.0,13.0,0.459214,0.02633505,0.02236267,0.0200408,0.0,6.602735,0.1909983,0.04127295,3.0,-0.2830359,6.704024,4.220128,43.01118,86.28304,0.0,1.878755,0.8554298,71.56766,1.794914,1.596987,82.82375,0.180133,0.01026923,0.02740186,0.0,0.0,0.0037935,6.461881,5.713342,2.879247,5.383781,301.73138,22.583624,1.36653299E9,SoFiA J200655.53+223501.0
8.0,60.0,138.0,72.593,107.803,137.914,72.725,107.909,132.0,143.0,69.0,76.0,104.0,112.0,351.0,9.0,63.0,0.401266,0.3225392,0.05865339,0.00554439,0.0,3.294689,1.872585,0.3725681,3.0,-0.2523384,8.0,4.695318,51.52933,103.2523,0.0,6.644037,2.18752,-73.97224,5.986937,2.741184,-69.1347,1.795239,0.01873442,0.2406454,0.0,109.9444,0.0041292,23.4408,7.008068,4.439337,6.155119,299.53827,20.711351,1.36687872E9,SoFiA J195809.18+204240.9
9.0,90.0,109.824,165.097,145.354,109.868,164.9,145.425,102.0,116.0,162.0,168.0,138.0,151.0,443.0,14.0,67.0,0.412728,0.0139994,0.01464205,0.003094944,0.0,17.95776,2.426426,0.3863413,3.0,-0.1871915,9.034756,5.984403,69.00732,138.1872,0.0,5.791659,2.965271,-76.18506,5.843065,2.900897,-80.19155,2.420662,0.01985018,0.3707084,0.0,128.3798,0.0047448,24.23886,9.313224,4.980932,5.688513,300.0384,22.248333,1.36763059E9,SoFiA J200009.21+221454.0
10.0,95.0,128.703,165.007,140.029,128.161,165.071,140.292,123.0,135.0,162.0,168.0,128.0,151.0,441.0,24.0,64.0,0.443523,0.2596264,0.02248551,0.6154585,0.0,81.31122,1.734356,0.09168386,6.0,-0.4084592,26.0,26.0,63.51124,127.0867,0.0,5.926613,2.518211,-89.50627,6.082365,2.654905,-83.98249,1.872975,0.01914506,0.08042172,0.0,204.0137,0.0048611,18.34759,23.8023,20.82306,23.71714,299.70898,22.250925,1.36752768E9,SoFiA J195850.16+221503.3
