id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra,dec,freq,name
1.0,113.0,223.024,287.578,10.759,222.897,287.806,10.711,222.0,224.0,286.0,289.0,7.0,15.0,83.0,9.0,12.0,0.784969,0.7965376,0.1084376,0.03411548,0.0,4.872535,1.346214,0.1991344,4.0,-0.2644496,8.0,8.0,3.054219,6.26445,0.0,2.286117,0.9946256,18.13828,2.144438,1.288752,12.7323,1.133064,0.03682314,0.1318999,0.0,223.2212,0.0083795,15.11782,7.8,7.5,7.687208,286.64072,28.782307,1.36493069E9,SoFiA J190633.77+284656.3
2.0,120.0,190.77,74.115,43.557,190.635,73.965,43.912,186.0,193.0,71.0,78.0,37.0,49.0,174.0,13.0,33.0,0.529297,0.3852377,0.0415369,0.01244047,0.0,151.7894,1.347023,0.1507044,4.0,-0.1925958,14.0,13.01015,18.02077,36.1926,0.0,4.556921,1.623605,-25.75539,4.246169,1.961995,-36.44812,1.382942,0.02386956,0.1091207,0.0,148.2724,0.0049569,21.15029,11.7135,9.955873,11.72631,287.3011,25.225296,1.36559616E9,SoFiA J190912.26+251331.1
3.0,3398.0,37.204,78.127,132.115,38.259,78.337,132.432,30.0,46.0,74.0,83.0,122.0,144.0,471.0,23.0,99.0,0.573443,0.01902029,0.01843771,0.005556649,0.0,261.0501,1.402153,0.1291049,4.0,-0.1119157,15.44783,10.16129,59.50922,119.1119,0.0,11.10697,4.003316,-73.18737,9.923198,3.974921,-73.87649,2.12289,0.01959749,0.1474939,0.0,285.0593,0.0047991,20.38235,13.59907,11.31837,13.78734,290.10953,25.299053,1.36737024E9,SoFiA J192026.29+251756.6
4.0,4601.0,154.947,281.252,188.89,154.37,281.642,188.518,101.0,224.0,264.0,289.0,139.0,240.0,27651.0,102.0,2035.0,0.887623,1.49239E-6,0.001760463,0.0,0.0,8367.193,36.71382,0.9670674,6.0,0.0,54.29679,35.89369,64.00088,128.0324,0.0,68.03988,11.58012,-89.06655,63.83751,9.954382,-89.55849,89.02617,0.04644367,3.432012,4.0,86.87076,0.0050178,106.6972,18.48142,4.959412,18.72314,287.94495,28.692427,1.36849421E9,SoFiA J191146.79+284132.7
5.0,6172.0,121.062,180.078,161.828,121.138,180.05,161.91,120.0,122.0,178.0,182.0,158.0,165.0,64.0,8.0,11.0,0.582084,3.837704E-5,0.1214292,0.02735324,0.0,19.6541,0.8845479,0.1499325,4.0,-0.149218,7.091919,6.059999,78.56071,157.1492,0.0,1.587056,1.154899,-45.29119,1.712469,1.317823,-10.50341,0.9034237,0.0360896,0.1195703,0.0,22.63316,0.0066111,17.0815,6.877408,6.209752,6.654478,288.57907,27.000734,1.36796096E9,SoFiA J191418.98+270002.6
6.0,12664.0,25.34,284.543,287.948,28.558,284.669,285.315,0.0,76.0,271.0,289.0,267.0,330.0,6269.0,64.0,817.0,0.872711,0.0212288,0.0,0.9458223,0.0,7070.882,7.819138,0.5080349,6.0,-0.04420309,21.90936,14.46139,125.0,250.0797,0.0,46.25858,7.578304,86.7624,39.04081,6.482486,86.63107,32.71503,0.03829163,0.6646176,1.0,86.36698,0.0048167,85.89254,24.84496,3.187977,55.217,290.33624,28.736551,1.37043418E9,SoFiA J192120.70+284411.6
7.0,13616.0,219.575,285.583,273.917,219.935,286.494,273.753,215.0,224.0,281.0,289.0,271.0,276.0,240.0,6.0,74.0,0.527022,0.1579522,0.05897747,0.02327671,0.0,6.339343,1.820022,0.624374,4.0,-0.4523051,4.14461,2.671117,135.0295,270.4523,0.0,5.639499,4.430224,-46.01379,5.200055,4.527439,-46.32582,1.80391,0.0307295,0.3630269,0.0,236.7885,0.005324,21.87124,4.059723,2.81328,3.587671,286.69748,28.761213,1.3702025E9,SoFiA J190647.39+284540.4
8.0,17747.0,101.512,287.61,308.585,101.515,287.794,308.589,100.0,103.0,286.0,289.0,306.0,310.0,41.0,5.0,14.0,0.581866,0.08290932,0.02465871,0.07001111,0.0,1.335425,0.5811029,0.1814648,4.0,-0.29453,3.727216,2.839412,153.0123,306.2945,0.0,2.003547,1.391768,-88.50611,1.86949,1.516949,-36.1247,0.5844149,0.04514886,0.1362146,0.0,41.92353,0.0061692,14.79443,3.694246,2.741909,3.246449,288.9494,28.797123,1.37090061E9,SoFiA J191547.86+284749.6
9.0,20687.0,90.294,286.784,343.941,90.092,286.968,342.972,89.0,91.0,285.0,288.0,341.0,349.0,51.0,9.0,11.0,0.581444,0.2328538,0.1405115,0.0114659,0.0,9.045002,0.7014069,0.1655206,3.0,-0.3646173,6.301083,3.676867,169.5703,339.3646,0.0,1.736075,1.41716,-47.32452,1.675363,1.497197,-11.48078,0.6177257,0.0316795,0.01800782,0.0,315.5569,0.0048337,19.05071,5.007023,3.221327,6.905348,289.1666,28.782875,1.37158976E9,SoFiA J191639.99+284658.3
10.0,27404.0,89.58,287.027,436.407,89.604,287.149,436.376,87.0,92.0,284.0,289.0,422.0,446.0,150.0,25.0,18.0,0.566548,0.09363847,0.009785018,0.0,0.0,370.7752,0.8752838,0.04396897,6.0,-6.983456E29,26.76329,22.54382,211.0049,422.0845,0.0,2.450701,2.262805,64.93076,2.047164,1.861784,-31.84276,1.207776,0.02962091,0.05263496,4.0,104.8904,0.0045253,21.79172,21.79145,3.210157,22.46964,289.1759,28.785873,1.37346176E9,SoFiA J191642.22+284709.1
