id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra,dec,freq,name
1.0,6.0,4.56,253.309,23.806,4.579,253.46,22.196,2.0,7.0,251.0,255.0,11.0,38.0,175.0,28.0,22.0,0.676313,0.1904553,0.02367174,0.006326476,0.0,123.8209,0.9449042,0.04761382,4.0,-0.08931933,29.99601,25.71088,3.511836,7.089319,0.0,2.426099,1.728962,41.63163,2.4245,1.963006,82.33758,0.9929984,0.01593501,0.03766609,0.0,0.0,0.0048587,15.44947,24.41369,17.44984,24.58802,309.45584,23.71322,1.36516096E9,SoFiA J203749.40+234247.6
2.0,7.0,3.844,113.938,2.844,3.48,114.056,2.263,2.0,6.0,112.0,116.0,1.0,5.0,64.0,5.0,21.0,0.571759,0.4176775,0.1175925,0.04576141,0.0,0.2218852,0.5132425,0.1483517,3.0,-0.5321537,4.0,3.606247,0.05879624,0.5321537,0.0,2.953088,0.9878681,4.039849,2.769475,2.060163,-28.93919,0.4055468,0.02193999,0.09637561,0.0,0.0,0.0066367,7.955425,3.699182,2.868039,3.352708,309.44284,21.38948,1.36476134E9,SoFiA J203746.28+212322.1
3.0,9.0,74.493,69.142,40.338,74.097,68.965,38.389,0.0,179.0,26.0,115.0,2.0,126.0,377894.0,125.0,7437.0,0.993605,2.751567,0.9401638,0.02321262,0.0,25126.43,1465.638,30.22987,6.0,-0.2005483,68.19967,46.86348,0.4700819,0.02141447,0.0,84.49024,35.83639,-81.1349,76.00637,32.2819,-78.58461,1574.214,0.03943142,0.0,5.0,286.6706,0.0052132,491.5917,75.86752,60.11698,0.0,308.17508,20.647926,1.36548544E9,SoFiA J203242.02+203852.5
4.0,10.0,157.793,136.575,16.41,157.987,136.635,16.273,153.0,165.0,134.0,139.0,10.0,27.0,261.0,18.0,48.0,0.628449,0.001647185,0.07129784,0.07749654,0.0,35.83023,1.051801,0.1664189,4.0,-0.1954983,9.079458,5.968014,3.035649,6.195498,0.0,8.735282,1.876935,-67.90283,7.342975,2.07363,-71.50655,1.074895,0.01741115,0.1151595,0.0,105.9454,0.0050101,13.30545,7.654615,6.285066,6.743067,306.67465,21.77519,1.36504218E9,SoFiA J202641.91+214630.7
5.0,11.0,207.262,56.035,34.014,207.221,55.946,33.431,192.0,221.0,43.0,67.0,5.0,81.0,12273.0,77.0,394.0,0.619739,0.009552467,0.5377791,0.0,0.0,393.9111,55.74489,1.222704,6.0,0.0,65.8528,44.9908,0.2688896,0.02244177,0.0,12.59498,9.83866,71.60235,11.69282,8.653531,79.69469,56.31717,0.02121502,0.0,0.0,219.9592,0.0052112,97.60887,62.8654,37.93364,0.0,305.8063,20.423513,1.36538598E9,SoFiA J202313.51+202524.6
6.0,12.0,209.508,93.175,28.837,209.191,93.43,28.963,187.0,223.0,81.0,108.0,4.0,70.0,10384.0,67.0,474.0,0.609062,0.1154926,0.6918923,0.03155079,0.0,508.1645,44.15438,1.251863,6.0,-0.04931987,51.032,34.08487,0.3459461,0.0292747,0.0,20.1407,7.217148,57.76597,18.91219,6.774213,54.46424,46.08213,0.02756482,0.4742657,0.0,229.5416,0.0054275,83.36796,57.76964,30.16274,58.96711,305.7641,21.047974,1.36529651E9,SoFiA J202303.38+210252.7
7.0,15.0,101.418,158.557,12.456,101.472,158.721,12.513,100.0,103.0,156.0,161.0,9.0,15.0,79.0,7.0,22.0,0.624221,0.03285461,0.0186362,0.03473454,0.0,0.7611978,0.5335236,0.1134323,4.0,-0.2031257,5.671428,4.891429,4.509318,9.203126,0.0,2.903924,1.731961,38.36745,2.922779,1.899357,16.43847,0.5324893,0.02325843,0.08645973,0.0,38.6656,0.0046624,12.84963,5.611263,4.779024,5.127627,307.68945,22.145235,1.36496678E9,SoFiA J203045.47+220842.8
8.0,16.0,43.716,119.88,35.972,43.366,120.326,35.445,18.0,61.0,99.0,145.0,2.0,85.0,24808.0,84.0,906.0,0.667621,3.178844,0.325729,0.05532701,0.0,2644.775,116.3035,2.21664,6.0,-0.1418479,73.77754,55.94061,0.1628645,0.02582635,0.0,29.52604,11.37984,57.28347,27.78571,10.69314,59.83111,126.0503,0.03297563,3.178796,4.0,239.9522,0.0056556,141.5147,64.20931,44.59341,46.19332,308.72955,21.500847,1.36542643E9,SoFiA J203455.09+213003.1
9.0,18.0,163.686,122.039,49.765,163.849,122.357,48.647,162.0,165.0,120.0,124.0,46.0,57.0,51.0,12.0,16.0,0.561934,0.001756189,1.135923,0.09074151,0.0,18.92301,0.3000202,0.0969241,4.0,-0.4271962,4.418764,2.837093,22.06796,43.4272,0.0,2.335148,1.274127,11.1357,2.417203,1.517089,-10.6587,0.3492033,0.01634774,0.03671295,0.0,,0.0050051,9.967063,3.557103,2.306615,8.427296,306.57095,21.536673,1.36569101E9,SoFiA J202617.03+213212.0
10.0,20.0,55.829,222.003,41.136,54.528,226.188,36.295,33.0,70.0,203.0,240.0,2.0,119.0,33477.0,118.0,649.0,1.0,0.002509035,0.0494464,Infinity,0.0,4837.229,37.78835,1.159258,6.0,-Infinity,46.34268,31.30749,0.0247232,0.03453073,0.0,18.30134,12.79471,-31.08487,16.23598,11.47322,-23.43978,26.39964,0.03062126,0.9071903,4.0,140.3188,0.0051036,28.31064,63.74398,45.7403,62.23449,308.54272,23.266666,1.36544346E9,SoFiA J203410.25+231600.0
11.0,21.0,99.596,251.373,37.595,100.702,247.849,33.624,63.0,143.0,211.0,287.0,2.0,130.0,113830.0,129.0,2328.0,0.999997,0.7572958,0.3230844,0.06615344,0.0,12614.41,313.2139,8.001512,6.0,-0.2043367,55.24413,37.78382,0.1615422,0.02785908,0.0,45.38829,18.33026,57.46147,43.82662,16.86491,57.68514,312.1933,0.02399931,0.0,4.0,60.57462,0.0049979,185.7363,64.92329,50.62489,0.0,307.70554,23.63094,1.36538995E9,SoFiA J203049.33+233751.4
12.0,23.0,39.542,3.682,21.252,39.133,3.865,21.417,37.0,44.0,2.0,6.0,12.0,25.0,107.0,14.0,26.0,0.657482,0.01033418,0.01954259,0.02516322,0.0,20.52506,0.7196312,0.1426984,4.0,-0.2526051,7.126065,4.678429,7.009771,14.25261,0.0,3.752289,0.9428201,66.00336,3.819138,1.669638,62.4997,0.7113884,0.02462014,0.1139106,0.0,58.92776,0.006534,10.67604,5.433781,3.122174,4.819599,308.78894,19.558647,1.36514522E9,SoFiA J203509.34+193331.1
13.0,25.0,4.083,127.583,24.375,4.12,127.329,24.431,3.0,5.0,125.0,129.0,22.0,27.0,24.0,6.0,8.0,0.492257,0.06533733,0.0321147,0.06596158,0.0,2.800003,0.1748676,0.05508144,4.0,-0.5119691,5.654084,2.495749,10.51606,21.51197,0.0,3.369525,0.731567,-27.62451,3.261355,0.8809327,-24.56039,0.1635185,0.01355125,0.02921698,0.0,326.3099,0.0038781,8.606753,4.173666,2.104989,3.933241,309.4343,21.610817,1.36520576E9,SoFiA J203744.23+213638.9
14.0,33.0,165.991,183.626,37.547,164.833,184.009,35.626,132.0,212.0,154.0,209.0,3.0,112.0,62901.0,110.0,1792.0,0.94851,0.04189335,0.4329779,0.03359267,0.0,5998.948,206.1004,5.062502,6.0,-0.1404871,57.43239,39.07248,0.216489,0.02529206,0.0,40.8193,24.45617,85.95294,40.86023,23.82017,83.34138,226.9993,0.03577187,0.0,4.0,20.91306,0.0052052,174.1546,72.62951,54.694,0.0,306.54642,22.564095,1.36543002E9,SoFiA J202611.14+223350.7
15.0,35.0,55.748,193.49,25.106,55.668,193.538,25.034,45.0,70.0,182.0,201.0,7.0,40.0,3248.0,34.0,230.0,0.535824,0.355801,0.1998181,0.5627739,0.0,350.3492,15.37994,0.6791887,6.0,-0.3027644,34.2718,21.92059,3.099909,6.053423,0.0,14.50413,5.12097,68.25658,15.14017,4.787388,68.20687,16.06441,0.02021358,0.651409,0.0,249.7104,0.0051009,55.25942,30.74073,23.07958,27.03087,308.5179,22.722544,1.36521766E9,SoFiA J203404.30+224321.2
16.0,37.0,77.972,198.689,19.887,77.698,198.784,20.566,76.0,81.0,197.0,200.0,15.0,27.0,106.0,13.0,14.0,0.674881,1.391551E-6,0.008184382,0.00556591,0.0,17.54864,0.5011544,0.06982192,3.0,-0.1580097,10.40852,7.08855,6.004092,12.15801,0.0,2.400931,1.264911,72.23515,2.815569,1.328914,61.27044,0.5151863,0.01403172,0.04785756,0.0,0.0,0.0043513,11.55439,9.843646,6.884621,9.71991,308.1202,22.811941,1.36512819E9,SoFiA J203228.85+224843.0
17.0,39.0,14.101,165.315,24.42,14.375,165.682,22.751,3.0,27.0,158.0,173.0,3.0,67.0,3940.0,65.0,213.0,0.486224,0.07141393,0.1369861,0.1762439,0.0,1095.122,11.56407,0.5152469,6.0,-0.1456438,31.90323,21.41356,0.06849303,0.04804885,0.0,11.90444,4.424309,-63.36135,10.01483,4.444664,-67.53776,18.0792,0.02401682,0.3540385,0.0,117.1211,0.0057897,50.56274,58.31586,19.64099,58.3751,309.2583,22.252047,1.36517197E9,SoFiA J203701.99+221507.4
18.0,40.0,83.138,191.643,30.738,83.158,191.474,30.993,81.0,86.0,188.0,195.0,26.0,35.0,210.0,10.0,36.0,0.651931,0.01063496,0.02614107,0.02783138,0.0,66.19965,1.123433,0.1945908,4.0,-0.1928256,7.984851,5.738358,12.51307,25.19283,0.0,3.493212,2.471005,17.47017,3.534209,2.489347,-2.510585,1.171696,0.01696819,0.1363673,0.0,298.7828,0.0042444,19.0496,8.005555,4.921256,7.443079,308.02103,22.69044,1.36533722E9,SoFiA J203205.05+224125.6
19.0,42.0,146.443,282.573,32.176,146.414,281.463,34.485,143.0,150.0,275.0,288.0,9.0,51.0,1105.0,43.0,81.0,0.542416,0.3033484,0.0,0.003225721,0.0,466.1043,-2.68126106E10,0.0758371,4.0,-0.05249355,1.001139,0.7877545,3.5,7.052494,0.0,8.904252,3.097309,-2.272235,8.330253,2.928213,-3.463951,6.300732,0.02461116,0.2193154,0.0,351.9771,0.0055288,34.28304,33.76247,26.43417,33.61777,306.87122,24.19047,1.36540723E9,SoFiA J202729.09+241125.7
20.0,46.0,200.785,252.41,37.223,201.939,253.633,35.992,161.0,224.0,224.0,289.0,3.0,101.0,114892.0,99.0,2293.0,0.93104,13.55665,1.27457,0.03230596,0.0,3155.391,584.7701,10.67351,6.0,-0.1561637,76.01778,54.54427,0.6372848,0.02076239,0.0,41.09962,22.10917,-42.0293,40.95069,20.29369,-42.8348,589.5893,0.05454428,0.0,4.0,153.5833,0.0052085,334.1192,78.40989,59.65217,0.0,305.8625,23.719519,1.36543744E9,SoFiA J202327.00+234310.3
21.0,48.0,188.377,27.724,30.377,188.428,27.811,30.229,184.0,194.0,20.0,35.0,5.0,60.0,856.0,56.0,101.0,0.561087,1.136109,0.2426994,0.0,0.0,649.6298,2.257449,0.2840273,6.0,0.0,15.42632,12.58652,0.1213497,0.1732112,0.0,6.800109,3.3082,-37.07683,6.070329,3.380365,-34.89093,3.791387,0.01878177,0.06307562,0.0,267.013,0.0045744,28.32903,53.57852,46.17941,55.55689,306.14468,19.957508,1.36532186E9,SoFiA J202434.72+195727.0
22.0,50.0,155.99,11.168,28.03,155.963,10.007,28.348,154.0,159.0,7.0,14.0,25.0,31.0,101.0,7.0,31.0,0.720156,0.09368271,0.03882833,0.07873187,0.0,4.138597,0.1879385,0.04486907,4.0,-0.4221736,6.0,6.0,12.51941,25.42217,0.0,7.14659,1.720685,-22.28843,5.063165,2.480254,-27.89394,0.1855097,0.01872537,0.02782646,0.0,,0.0052538,3.513457,6.0,2.045992,6.0,306.7219,19.664337,1.36528422E9,SoFiA J202653.25+193951.6
23.0,53.0,21.44,189.12,27.187,21.36,189.113,27.036,20.0,23.0,188.0,190.0,17.0,34.0,75.0,18.0,9.0,0.703574,0.04410149,0.006610842,0.0,0.0,26.40649,0.2315328,0.01102537,1.0,0.0,20.0,20.0,8.503305,17.0,0.0,3.002414,0.239807,89.81577,2.044543,1.162114,-78.71141,0.2630544,0.01184223,0.01574979,0.0,0.0,0.0039854,7.621497,16.04388,3.26567,16.35188,309.1371,22.643852,1.36525786E9,SoFiA J203632.90+223837.9
24.0,56.0,158.438,136.459,44.938,158.447,136.12,44.947,151.0,166.0,129.0,144.0,39.0,50.0,723.0,12.0,138.0,0.56047,0.327317,0.06682517,0.007076263,0.0,159.23,3.934534,0.7403344,4.0,-0.2494106,7.310154,4.730902,19.03341,38.24941,0.0,10.67385,6.272445,-58.73217,9.465023,5.522297,-52.07254,4.377572,0.02426977,0.500627,0.0,295.7781,0.0055697,29.23002,8.562543,5.954156,7.507725,306.66644,21.766567,1.36561677E9,SoFiA J202639.94+214559.6
25.0,60.0,214.185,130.741,45.667,214.251,130.885,45.516,212.0,216.0,129.0,133.0,45.0,47.0,27.0,3.0,14.0,0.466995,-99.0,99.0,99.0,99.0,-99.0,0.0,-0.0,4.0,0.0,2.0,2.0,22.0,-55.0,0.0,,,,3.41635,1.248918,-41.22016,0.1947744,0.01592841,0.09233544,0.0,0.0,0.0074099,5.257166,1.793918,1.484795,1.518728,305.6659,21.671228,1.36562816E9,SoFiA J202239.81+214016.4
26.0,62.0,146.949,255.808,50.179,146.845,256.145,49.53,145.0,149.0,254.0,258.0,46.0,57.0,78.0,12.0,21.0,0.656177,4.724691E-7,0.00276064,0.03448921,0.0,67.65986,0.3586798,0.1281201,4.0,-0.4346814,4.190662,2.723972,22.00138,44.43468,0.0,3.088963,2.20118,44.2755,2.691665,2.270922,34.49301,0.5028559,0.01745246,0.05609702,0.0,0.0,0.004297,13.51284,8.029267,3.003565,7.897516,306.86542,23.768211,1.36570867E9,SoFiA J202727.70+234605.6
27.0,64.0,2.4,163.92,43.2,2.05,163.966,42.991,1.0,4.0,162.0,166.0,41.0,45.0,50.0,5.0,15.0,0.518619,0.1842641,0.04782687,0.06549752,0.0,0.5856289,0.4791345,0.1821103,4.0,-0.501279,3.964224,2.496166,20.52391,41.50128,0.0,2.043136,1.731434,-25.61601,2.000391,1.670748,-9.920019,0.4793791,0.02443523,0.1078603,0.0,0.0,0.0059865,11.32455,4.0,2.239746,3.650682,309.47992,22.220943,1.3655776E9,SoFiA J203755.18+221315.4
28.0,65.0,171.765,19.93,26.235,171.912,19.926,26.248,169.0,175.0,16.0,24.0,12.0,36.0,400.0,25.0,46.0,0.620095,0.2556329,0.02317319,0.02062173,0.0,300.6651,1.60537,0.09704579,4.0,-0.10534,26.90622,23.66854,6.011587,12.10534,0.0,4.950638,1.898104,28.23434,4.634456,2.056563,29.69135,2.282747,0.01747438,0.09364929,0.0,204.8961,0.0046169,24.72146,22.26169,6.180728,22.64112,306.43848,19.828178,1.36524211E9,SoFiA J202545.23+194941.4
29.0,67.0,38.659,283.428,29.602,38.636,283.646,29.045,32.0,46.0,276.0,289.0,5.0,65.0,3417.0,61.0,141.0,0.455573,0.8758273,0.07656087,0.001355082,0.0,777.7973,15.62763,0.4466793,4.0,-0.04120403,50.743,33.82334,0.03828044,0.04120403,0.0,7.598489,4.845448,-33.99701,6.824895,4.277101,-37.06835,17.04566,0.02244396,0.2780161,0.0,134.2699,0.0050605,57.62343,57.97512,26.15456,58.06371,308.8409,24.222708,1.36529805E9,SoFiA J203521.82+241321.7
30.0,68.0,117.291,161.681,7.126,117.38,161.551,7.123,115.0,119.0,157.0,166.0,4.0,11.0,182.0,8.0,38.0,0.651224,0.5090211,0.0628867,0.009953998,0.0,18.65301,1.080201,0.1649291,3.0,-0.2663832,8.0,7.067277,1.531443,3.266383,0.0,4.499989,1.600462,5.16525,4.422186,1.904408,3.257496,0.971071,0.02188904,0.1200454,0.0,184.135,0.0047146,15.26762,7.501291,5.774725,6.941537,307.40317,22.192495,1.36485875E9,SoFiA J202936.76+221133.0
31.0,71.0,34.59,234.458,8.072,34.629,234.504,7.811,32.0,38.0,233.0,236.0,6.0,11.0,83.0,6.0,23.0,0.623394,0.2983432,0.08046102,0.02327101,0.0,1.806506,0.5008348,0.1342139,3.0,-0.4483695,5.000476,4.26385,2.540231,5.448369,0.0,3.627305,1.504645,67.62525,3.465312,1.755617,73.63097,0.4285112,0.01556085,0.07980246,0.0,0.0,0.0048208,9.756747,4.621889,3.537474,4.181651,308.90524,23.402664,1.36487258E9,SoFiA J203537.26+232409.6
32.0,73.0,26.346,203.438,27.3,26.315,203.38,27.273,22.0,31.0,194.0,212.0,7.0,44.0,1325.0,38.0,122.0,0.551912,0.001089723,0.0935648,0.0,0.0,390.716,4.856539,0.1406612,6.0,0.0,41.19356,36.08546,2.546782,5.018037,0.0,8.144424,3.645079,6.580362,7.586018,3.691859,8.603352,5.866974,0.01916117,0.1130451,0.0,0.607439,0.0050381,31.99203,35.04073,27.94208,35.65709,309.05026,22.882496,1.36526259E9,SoFiA J203612.06+225257.0
33.0,77.0,38.771,4.438,37.479,38.131,4.54,37.825,37.0,41.0,3.0,6.0,36.0,40.0,48.0,5.0,16.0,0.510613,2.15547E-4,0.9333319,0.2917031,0.0,4.780438,0.3863737,0.1237777,4.0,-0.1865589,3.488123,2.702269,17.96667,35.18656,0.0,2.814323,1.269187,68.84937,2.750953,1.503303,60.20719,0.3858849,0.03658037,0.09969178,0.0,17.15355,0.0054897,10.25325,3.307083,2.693853,2.860435,308.80676,19.569773,1.36547405E9,SoFiA J203513.62+193411.2
34.0,78.0,4.793,114.157,33.223,4.821,113.946,33.256,2.0,8.0,112.0,117.0,29.0,36.0,121.0,8.0,28.0,0.634664,5.27753E-6,0.01393541,0.03624641,0.0,7.142107,0.6431533,0.2061327,4.0,-0.3912752,4.576649,2.989148,14.50697,29.39128,0.0,4.275196,2.150741,43.24253,3.609033,2.322127,46.93546,0.6475307,0.01574161,0.1255987,0.0,297.9142,0.0044528,13.22014,4.573753,3.191765,3.963002,309.4188,21.38792,1.36538253E9,SoFiA J203740.51+212316.5
35.0,80.0,209.059,39.112,43.987,208.772,39.012,43.903,207.0,212.0,35.0,43.0,40.0,50.0,152.0,11.0,40.0,0.657991,0.001180029,0.08193047,0.01466268,0.0,30.69803,0.9197006,0.2108316,4.0,-0.291435,6.200273,4.117237,18.54097,37.29144,0.0,3.460182,2.599589,7.770902,3.382986,2.514899,-9.59772,0.9650975,0.01784321,0.1557181,0.0,0.7101291,0.0041104,19.10708,5.557141,3.995241,4.956779,305.78183,20.140896,1.3655959E9,SoFiA J202307.64+200827.2
36.0,82.0,146.158,253.713,19.818,146.186,253.735,19.709,141.0,151.0,250.0,258.0,8.0,35.0,1046.0,28.0,76.0,0.550463,0.1730527,0.8284979,0.007936262,0.0,258.1732,4.972351,0.2315776,4.0,-0.04868747,31.88197,21.89677,1.914249,3.048687,0.0,5.402004,3.110801,64.55912,4.724842,3.235302,65.789,5.073967,0.01774384,0.1921895,0.0,248.1611,0.004674,33.56571,26.07267,24.61252,25.75864,306.87762,23.728064,1.36511104E9,SoFiA J202730.63+234341.0
37.0,83.0,6.089,189.0,18.831,5.536,189.075,18.308,3.0,11.0,187.0,192.0,15.0,25.0,124.0,11.0,29.0,0.65888,2.374811E-4,0.1175393,0.007554484,0.0,5.538323,0.7269261,0.1400364,3.0,-0.2276487,7.500663,4.958114,6.05877,12.22765,0.0,2.915071,2.323756,48.32764,3.133301,2.404897,65.55706,0.7041234,0.01840014,0.08975656,0.0,0.0,0.0046656,13.6634,7.328814,3.766838,6.705148,309.4229,22.640156,1.36508288E9,SoFiA J203741.50+223824.6
38.0,84.0,4.963,113.926,21.352,5.321,113.794,21.41,3.0,7.0,112.0,116.0,18.0,25.0,54.0,8.0,18.0,0.585897,4.094587E-5,0.06167142,0.03622191,0.0,3.566474,0.3380512,0.07299889,4.0,-0.2368908,6.835041,4.578537,8.530836,17.23689,0.0,2.089838,1.494686,-71.54479,2.272779,1.760553,86.99185,0.3476711,0.01345018,0.04763885,0.0,315.0,0.0039629,11.93881,6.836635,4.663657,5.477004,309.4098,21.385502,1.36514509E9,SoFiA J203738.35+212307.8
39.0,85.0,11.655,19.455,46.006,11.629,19.427,45.919,8.0,15.0,17.0,22.0,43.0,50.0,165.0,8.0,35.0,0.622694,0.3852118,0.07408375,0.00651136,0.0,2.364333,1.356594,0.3153464,3.0,-0.3312059,6.840103,3.668458,21.03704,42.33121,0.0,3.341922,2.568013,60.59476,3.291493,2.434617,67.98343,1.26845,0.01956583,0.1876968,0.0,212.484,0.0046605,21.18837,6.301272,4.01033,5.456199,309.2784,19.813614,1.36563635E9,SoFiA J203706.82+194849.0
40.0,88.0,54.55,192.725,60.396,54.405,192.631,60.102,46.0,64.0,186.0,198.0,52.0,75.0,502.0,24.0,107.0,0.580781,1.310719E-5,0.03972018,0.007823535,0.0,91.46072,1.988152,0.2374841,4.0,-0.1453509,11.91508,7.923516,23.51986,47.14535,0.0,13.9033,4.098195,81.19317,13.1268,4.366238,73.60688,2.404867,0.01914262,0.164231,0.0,266.6971,0.0049697,21.70621,12.92988,5.839407,12.24787,308.54062,22.707281,1.36592064E9,SoFiA J203409.75+224226.2
41.0,89.0,5.121,189.242,43.182,5.098,189.217,43.014,3.0,6.0,188.0,190.0,39.0,48.0,33.0,10.0,9.0,0.523737,2.64662E-4,0.07623332,0.03862227,0.0,11.32417,0.2649698,0.04452042,4.0,-0.1809232,8.770116,5.869517,19.03812,38.18092,0.0,1.569866,0.9271842,-69.34659,1.951416,1.128987,-75.49265,0.2892745,0.01263466,0.03025477,0.0,0.0,0.0047321,10.64136,9.009071,3.407749,8.504925,309.43085,22.64243,1.36557811E9,SoFiA J203743.41+223832.7
42.0,91.0,21.185,189.231,53.662,21.157,189.141,53.531,19.0,23.0,187.0,191.0,51.0,56.0,65.0,6.0,19.0,0.553085,0.06165159,0.0420083,0.01644074,0.0,2.887749,0.4969834,0.146343,3.0,-0.3836523,4.781488,3.095225,25.021,50.38365,0.0,1.733536,1.159398,43.67685,2.374758,1.972569,-76.0568,0.4895562,0.01513371,0.0904325,0.0,0.0,0.0059501,10.20528,4.820086,3.779456,4.328488,309.14072,22.644276,1.36578893E9,SoFiA J203633.77+223839.4
43.0,92.0,177.648,131.673,8.251,177.573,132.627,7.308,175.0,180.0,128.0,138.0,5.0,15.0,199.0,11.0,47.0,0.649826,2.272581,0.2970285,0.01930365,0.0,15.69701,2.805141,0.5681452,4.0,-0.1957211,6.047402,3.814607,1.148514,2.195721,0.0,7.378972,1.96078,-1.359886,6.193715,2.284645,-1.474645,1.247888,0.02795187,0.1298602,0.0,10.6954,0.0055043,16.19375,3.788052,2.934314,3.970671,306.32364,21.706263,1.36486246E9,SoFiA J202517.67+214222.5
44.0,94.0,89.612,161.595,15.012,89.498,161.603,14.377,84.0,94.0,157.0,166.0,5.0,34.0,819.0,30.0,74.0,0.530152,3.775158E-5,0.07128149,0.002603967,0.0,112.5693,5.239809,0.367017,4.0,-0.0795774,20.44072,13.63359,0.03564075,0.0795774,0.0,5.180884,3.537048,-50.12355,4.796845,3.258931,-47.11117,5.241231,0.02680343,0.2703911,0.0,278.6036,0.005076,36.16895,20.19985,8.982364,15.99822,307.90506,22.192886,1.36500416E9,SoFiA J203137.21+221134.4
