name_1,ra_1,dec_1,GAL_LONG,GAL_LAT,flux,fluxerr,velcenter,velerr_1,w50max,velerr_1a,w20max,velerr_1b,DLG,MHI,a,ra_dec,dec_d,id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra_2,dec_2,freq,name_2,Separation
J2007+2341,20:07:49,23:41:08,62.7,-4.8,0.5,0.2,2351,5,64.0,10,92.0,14,33.5,8.2,a,301.95416666666665,23.685555555555556,24.0,1569.0,211.384,251.133,750.339,211.295,251.548,750.236,206.0,219.0,239.0,267.0,731.0,762.0,1395.0,32.0,138.0,0.425501,0.04772694,0.0269191,0.2158534,0.0,355.0916,9.852295,0.7135336,6.0,-0.03072498,19.64858,13.00809,366.0135,732.0892,0.0,14.01204,4.087052,17.19933,13.65954,3.416824,15.75171,10.64268,0.02512072,0.01109824,0.0,194.0071,0.0049112,58.06155,20.73123,14.67411,27.7416,301.9426,23.683002,1.37975194E9,SoFiA J200746.22+234058.8,39.225203475709755
J2018+2319,20:18:43,23:19:54,63.7,-7.1,1.2,0.3,299,4,25.0,7,48.0,11,6.6,7.1,a,304.6791666666667,23.331666666666667,72.0,5088.0,60.937,230.117,2620.354,60.92,230.041,2620.554,57.0,65.0,227.0,234.0,2614.0,2625.0,316.0,12.0,57.0,0.804107,0.09650452,0.02246026,0.002184935,0.0,95.87795,3.114087,0.5276245,3.0,-0.204936,8.463835,5.574137,1307.011,2614.205,0.0,3.615506,3.350016,-25.2427,3.351404,3.147342,-83.76208,3.197639,0.0275207,0.4039708,0.0,103.8406,0.0047494,37.87476,8.000498,4.970061,6.691415,304.6772,23.331585,1.4172361E9,SoFiA J201842.53+231953.7,6.507698054380619
