name_1,ra_1,dec_1,GAL_LONG,GAL_LAT,flux,fluxerr,velcenter,velerr_1,w50max,velerr_1a,w20max,velerr_1b,DLG,MHI,a,ra_dec,dec_d,id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra_2,dec_2,freq,name_2,Separation
J1907+2045,19:07:54,20:45:32,53.3,5.8,1.1,0.3,3989,6,149.0,13,175.0,19,57.4,8.9,a,286.975,20.75888888888889,32.0,292.0,1.688,76.167,98.375,1.625,76.482,98.491,1.0,3.0,74.0,79.0,94.0,101.0,48.0,8.0,16.0,0.422503,0.005770159,0.01864989,0.02967048,0.0,9.440775,0.2890077,0.05587745,4.0,-0.2078514,6.736757,5.298331,47.00932,94.20785,0.0,2.86626,1.294287,-7.256049,2.91994,1.314003,-4.122345,0.2844831,0.01645471,0.04114006,0.0,332.4641,0.003514,11.68505,6.079949,3.173831,5.650626,286.96774,20.762835,1.36668992E9,SoFiA J190752.26+204546.2,28.258550241291562
J1903+2213,19:03:29,22:13:32,54.1,7.4,1.4,0.4,7771,8,147.0,16,184.0,24,109.8,9.6,a,285.87083333333334,22.225555555555555,106.0,660.0,63.729,164.035,983.694,63.776,164.08,983.704,62.0,65.0,162.0,166.0,981.0,988.0,85.0,8.0,17.0,0.390894,2.616969E-4,0.5648923,0.05018108,0.0,0.9951942,0.717799,0.1369477,4.0,-0.198089,6.993142,5.411652,489.7824,979.1981,0.0,2.462321,1.608655,3.222763,2.260278,1.805603,-5.08925,0.6900088,0.01915461,0.09500173,0.0,223.3858,0.0046619,16.1491,6.621338,5.293011,6.315587,285.86832,22.232397,1.38443098E9,SoFiA J190328.40+221356.6,26.018233598555323
