id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra,dec,freq,name
1.0,5.0,122.184,114.105,76.421,122.071,113.577,75.725,121.0,123.0,112.0,116.0,74.0,79.0,38.0,6.0,13.0,0.842272,0.2892889,0.03957923,0.02869067,0.0,1.604489,0.3243963,0.07232223,1.0,-0.1887137,6.0,3.942718,36.51979,73.18871,0.0,3.014729,1.390528,9.676952,2.513345,1.414921,8.671186,0.2487752,0.01999475,0.03848118,0.0,0.0,0.005467,7.38188,5.8,3.709878,4.378259,281.06342,25.892826,1.36623373E9,SoFiA J184415.22+255334.2
2.0,16.0,147.137,41.945,84.466,146.939,41.923,84.151,146.0,149.0,39.0,44.0,82.0,88.0,73.0,7.0,18.0,0.93628,1.960186E-4,0.2769617,0.07376311,0.0,5.841083,0.3716779,0.1064038,4.0,-0.3230365,5.195302,3.368888,40.63848,81.32304,0.0,3.907559,1.497568,2.027418,3.001432,1.576938,-0.3025924,0.3756459,0.01496743,0.06198464,0.0,181.9587,0.0037838,11.69992,5.347368,2.81626,4.886867,280.60904,24.697012,1.36640256E9,SoFiA J184226.17+244149.2
3.0,17.0,135.812,110.1,78.975,136.075,110.116,79.15,132.0,139.0,109.0,112.0,76.0,83.0,80.0,8.0,22.0,0.95519,4.219828E-6,0.02267056,0.01336561,0.0,22.20378,0.342484,0.075436,3.0,-0.2405156,5.691653,4.717586,37.01134,74.24052,0.0,3.18209,1.447386,81.26832,3.717157,1.578554,83.80806,0.409422,0.01206059,0.06370414,0.0,0.0,0.004324,10.86115,5.797645,5.498528,5.66592,280.8042,25.834557,1.36630234E9,SoFiA J184313.00+255004.4
4.0,22.0,22.919,139.486,77.784,22.994,139.444,77.621,22.0,25.0,139.0,140.0,74.0,81.0,37.0,8.0,7.0,0.937094,0.09121299,0.02202445,0.01603888,0.0,9.84377,0.2608584,0.04292535,3.0,-0.2454575,8.0,7.695144,36.51101,73.24546,0.0,2.250839,0.8470586,75.70296,1.901859,0.9319722,77.62946,0.2367226,0.01698077,0.02841011,0.0,268.7999,0.0037843,10.28384,7.600501,6.611192,7.345847,282.90515,26.314539,1.36627174E9,SoFiA J185137.24+261852.3
5.0,32.0,164.833,286.0,185.667,164.636,287.0,185.0,164.0,166.0,285.0,287.0,185.0,186.0,6.0,2.0,6.0,0.568195,0.0,0.0,0.0,0.0,86.7996,0.0,0.0,1.0,-99.0,0.0,0.0,43.0,185.0,0.0,2.137516,0.9356655,23.10944,2.049226,0.939049,14.1888,0.04151649,0.02641445,0.0,0.0,0.0,0.003151,9.31663,0.0,0.0,0.0,280.24905,28.780596,1.36842368E9,SoFiA J184059.77+284650.1
6.0,41.0,128.5,88.562,34.375,128.34,88.627,34.135,128.0,129.0,88.0,89.0,32.0,37.0,16.0,6.0,4.0,0.655711,0.07757377,0.03102572,0.04664628,0.0,0.5557704,0.1179926,0.02314129,3.0,-0.3628336,6.0,5.198476,15.51551,31.36283,0.0,1.328768,0.0,48.81407,1.09604,0.8664031,48.05981,0.1003226,0.0125028,0.01618818,0.0,0.0,0.0049442,5.07277,5.623038,4.719901,5.180182,280.94833,25.47676,1.36540006E9,SoFiA J184347.60+252836.3
7.0,47.0,157.556,8.815,89.704,157.421,8.729,89.972,156.0,159.0,6.0,11.0,86.0,93.0,81.0,8.0,20.0,0.675926,0.02265997,0.03462102,0.0224304,0.0,13.14688,0.7379557,0.2307645,4.0,-0.3925043,4.710337,3.022063,42.51731,85.3925,0.0,3.129711,1.974612,-23.92223,2.783076,1.919625,-19.20084,0.7596396,0.01905564,0.1334694,0.0,0.0,0.0052686,16.02026,4.971744,3.574004,4.315248,280.42038,24.14245,1.36651917E9,SoFiA J184140.89+240832.8
8.0,49.0,55.96,137.36,89.84,55.843,137.535,89.758,55.0,57.0,135.0,140.0,89.0,91.0,25.0,3.0,15.0,0.794404,-99.0,99.0,99.0,99.0,-99.0,0.0,-0.0,3.0,0.0,2.0,2.0,44.0,-11.0,0.0,3.435845,0.7897889,5.912237,3.153896,1.390926,3.72423,0.5427976,0.04082277,0.2723958,0.0,0.0,0.010237,11.30471,1.373648,0.7345478,0.9827678,282.29398,26.288464,1.36651494E9,SoFiA J184910.55+261718.5
9.0,52.0,77.692,162.885,5.769,77.826,163.208,5.417,76.0,79.0,161.0,165.0,5.0,7.0,26.0,3.0,14.0,0.605552,-99.0,99.0,99.0,99.0,-99.0,0.0,-0.0,3.0,0.0,2.0,2.0,2.0,-95.0,0.0,2.850205,1.176948,-29.25063,2.773812,1.323073,-29.9925,0.546721,0.04126083,0.2570406,4.0,0.0,0.010447,11.15708,1.8,1.5,1.59701,281.88766,26.718718,1.36482458E9,SoFiA J184733.04+264307.4
10.0,58.0,102.976,281.065,106.726,103.193,281.101,106.496,100.0,107.0,278.0,284.0,104.0,112.0,124.0,9.0,36.0,0.853078,0.3402142,0.3659928,0.03290413,0.0,21.05779,1.703368,0.5213801,4.0,-0.4388323,4.418995,2.741324,51.183,102.4388,0.0,3.691959,2.905546,84.93731,3.651688,2.638873,80.20121,1.559061,0.03552473,0.3130855,0.0,70.85544,0.0084391,16.86462,4.2563,2.956973,3.819205,281.4173,28.685514,1.36685043E9,SoFiA J184540.15+284107.8
11.0,76.0,71.857,288.143,71.571,72.086,288.176,71.611,71.0,73.0,288.0,289.0,70.0,73.0,7.0,4.0,4.0,0.628393,0.02642238,0.01827003,0.05634392,0.0,1.364729E-13,0.1167182,0.0779532,3.0,-0.7041193,1.648387,1.297736,35.00914,70.70412,0.0,1.443794,0.8905108,-87.27983,1.450515,0.763774,88.84909,0.1167182,0.03309841,0.0525232,0.0,285.7274,0.0045675,10.43239,1.648387,0.8511319,1.230799,282.00916,28.801659,1.36615117E9,SoFiA J184802.20+284806.0
12.0,78.0,68.976,94.242,163.242,69.027,94.265,163.201,66.0,71.0,92.0,97.0,159.0,167.0,124.0,9.0,26.0,0.789852,0.08946717,0.02621329,0.009420099,0.0,12.20021,2.2334,0.3955094,4.0,-0.1820202,7.615881,5.792222,79.51311,159.182,0.0,2.790779,2.486784,0.3648731,2.567773,1.982717,-18.42772,2.241633,0.04014632,0.2725865,0.0,338.0225,0.0065609,30.68244,7.603492,5.69879,6.949386,282.044,25.568844,1.36798682E9,SoFiA J184810.56+253407.8
13.0,83.0,6.352,129.602,10.991,6.26,129.931,10.825,5.0,8.0,125.0,134.0,9.0,14.0,108.0,6.0,33.0,0.539416,0.9270918,0.1354592,0.01904294,0.0,2.293017,1.352958,0.2317729,3.0,-0.296551,6.0,6.0,3.56773,7.296551,0.0,3.370872,1.876058,-11.90249,3.763163,1.912215,-2.388565,0.9131255,0.02018822,0.1730182,0.0,4.402429,0.0049005,18.01333,4.752165,4.380414,4.526042,283.2137,26.152073,1.36493299E9,SoFiA J185251.29+260907.5
14.0,92.0,144.8,288.1,84.9,144.88,288.148,84.588,144.0,146.0,287.0,289.0,84.0,86.0,10.0,3.0,5.0,0.764741,-99.0,99.0,99.0,99.0,-99.0,0.0,-0.0,4.0,0.0,2.0,2.0,41.5,-16.0,0.0,1.341641,1.264911,63.43495,1.265521,1.169509,-66.24678,0.2289546,0.03496441,0.1096923,0.0,225.9886,0.007189,11.25997,1.714077,1.285192,1.417985,280.62463,28.801819,1.36641126E9,SoFiA J184229.91+284806.5
15.0,93.0,107.524,249.429,162.0,107.55,249.492,161.893,107.0,108.0,248.0,251.0,160.0,164.0,21.0,5.0,6.0,0.718368,0.2935649,0.04378003,0.0,0.0,0.9439356,0.4555913,0.1252569,2.0,-7.169211,4.0,4.0,80.02189,160.1307,0.0,1.011274,1.0,18.43495,1.435594,0.9287824,-19.24123,0.4545144,0.03787462,0.1022657,0.0,0.0,0.0097187,10.20543,4.0,3.661773,4.0,281.33414,28.158438,1.36796058E9,SoFiA J184520.19+280930.4
16.0,100.0,13.629,43.171,22.429,13.677,43.391,22.63,12.0,15.0,41.0,45.0,20.0,27.0,35.0,8.0,12.0,0.97864,0.07242403,0.02733725,0.05551671,0.0,7.103015,0.1444274,0.01810601,1.0,-0.06672815,8.0,8.0,9.013669,18.06673,0.0,,,,2.575994,1.302909,-40.53874,0.1293663,0.01356647,0.01755007,0.0,0.0,0.0045422,4.957885,6.671509,6.178774,6.503673,283.0542,24.711458,1.36516966E9,SoFiA J185213.01+244241.2
17.0,101.0,97.534,196.904,163.0,97.667,196.944,163.024,95.0,99.0,195.0,199.0,159.0,166.0,73.0,8.0,18.0,0.79421,0.2366164,0.03553775,1.402721E26,0.0,16.8916,1.230435,0.225784,6.0,-2.883443E19,8.0,4.976096,79.51777,159.2588,0.0,2.528069,1.664049,-29.52185,2.083914,1.935848,-18.63397,1.210409,0.02864894,0.1529441,0.0,5.054052,0.0075814,18.68634,7.390742,5.937449,6.784726,281.51877,27.282188,1.36798336E9,SoFiA J184604.51+271655.9
18.0,115.0,101.356,278.663,45.97,101.2,278.692,44.999,99.0,104.0,276.0,281.0,42.0,51.0,101.0,10.0,25.0,0.710386,1.126583,0.1080404,0.0107221,0.0,15.90264,2.034275,0.2816457,1.0,-0.1099083,10.0,6.771576,20.05402,40.10991,0.0,2.976167,1.797948,71.93651,2.791701,1.954825,56.35541,1.513716,0.03500625,0.1561064,0.0,249.0087,0.010486,14.96972,8.793778,5.312959,8.718486,281.4551,28.645288,1.36561792E9,SoFiA J184549.22+283843.0
19.0,125.0,95.8,217.85,162.65,95.889,217.925,162.215,95.0,97.0,217.0,219.0,160.0,166.0,20.0,7.0,7.0,0.531339,0.2216146,0.0512118,0.06834751,0.0,8.19832,0.3590228,0.05540366,1.0,-0.06967681,6.0,6.0,79.52561,159.0697,0.0,0.5,0.0,-53.1301,1.472858,0.9114302,-57.34356,0.3375929,0.03109772,0.05478992,0.0,0.0,0.011405,6.976758,5.397099,2.144041,5.262251,281.55307,27.63185,1.3679671E9,SoFiA J184612.74+273754.7
